CY_Qtr,STATE,Facility_Count,Census,Total_Nurse_HPRD,Nurse_Care_HPRD,Total_RN_HPRD,Direct_Care_RN_HPRD,Contract_Percentage,State_Census
2019Q3,CA,1139,87.32388250563041,4.177122462773872,3.9546299702912244,0.5586592364675353,0.4241322332835546,1.5003389784616896,99461.90217391304
2019Q4,CA,1152,87.67186556461353,4.176272385965498,3.9545610001921045,0.5595148708836756,0.4264112501163659,1.3149935890984203,100997.98913043478
2020Q1,CA,962,86.07228530305454,4.204382476834587,3.97887807733041,0.5678242693372475,0.4328921238921611,1.2807029338979063,82801.53846153847
2020Q2,CA,1147,79.0959789992048,4.299039809704715,4.046942777569372,0.5881636391187239,0.4427274276596541,1.3274868201376695,90723.08791208791
2020Q3,CA,1134,75.5923625488843,4.365119957141408,4.101014976415095,0.6144111584499898,0.4622363131466829,1.4169700149876447,85721.73913043478
2020Q4,CA,1129,75.90844148342127,4.364599636398595,4.102331893961513,0.6102408104653485,0.4592499941023213,1.6389559279282546,85700.63043478261
2021Q1,CA,1142,73.30354154504768,4.439681483137155,4.158034190507261,0.6124130683563269,0.4566115221144078,1.9423956777129252,83712.64444444445
2021Q2,CA,1145,76.94880752435338,4.277023683032537,4.0011015928421205,0.5835476417682369,0.43536854235033795,2.4817449772335625,88106.38461538462
2021Q3,CA,1137,79.54425260984283,4.168843428882393,3.9084076586832732,0.5556536697206359,0.417450136990549,2.9664300810469757,90441.8152173913
2021Q4,CA,1124,80.34208689005455,4.100028306697478,3.844070148405027,0.5397174788018242,0.40532960848084393,3.6336173594545955,90304.5056644213
2022Q1,CA,1137,79.63399785009283,4.139123219233111,3.8752493628931446,0.5428565874830209,0.40654704589439594,4.284674847024558,90543.85555555555
2022Q2,CA,1141,81.35552002773738,4.1162575768965555,3.8579772457818993,0.5185113040081211,0.3861344406003155,4.786869075574349,92826.64835164836
2022Q3,CA,1127,81.49292079780872,4.106761904119432,3.849777649880845,0.49352310168918634,0.3650250511508831,4.486347402717912,91842.52173913043
2022Q4,CA,1133,82.99336121877279,4.125269759340536,3.872857582613408,0.49541040026374145,0.3698024146862938,4.274656809187567,94031.47826086957
2023Q1,CA,1148,85.04513162988772,4.102774831017623,3.8450471618824604,0.4949305741992336,0.368433676500931,4.265943916045044,97631.8111111111
2023Q2,CA,1139,84.73542436492393,4.164205621661208,3.930524294121357,0.4929458123670262,0.37448776361641956,4.093872394361563,96513.64835164836
2023Q3,CA,1139,84.44497461541398,4.178147486331511,3.9485164982449645,0.49398601847477963,0.3769820371529764,3.6579615842041653,96182.82608695653
2023Q4,CA,1133,85.24705476035152,4.18422355773451,3.952609098639494,0.4969286059619537,0.3804445952716533,3.3548999418478482,96584.91304347827
2024Q1,CA,1140,86.1100925390399,4.211804210225364,3.9775297717098312,0.5006140694662221,0.38430741713282823,3.57894400519744,98165.50549450549
2024Q2,CA,1142,86.59039471911628,4.226007855403151,3.994174144179676,0.5113754634446712,0.39609905578027454,3.4664537618019073,98886.23076923078
2024Q3,CA,1140,87.01803966437834,4.260495260370624,4.032728946582965,0.5205325760766616,0.4075993573406182,3.154346161906416,99200.5652173913
2024Q4,CA,1143,87.13600745558979,4.302797713905047,4.067827470944161,0.5372632254901683,0.4252567163970606,2.9587546498162682,99596.45652173914
2025Q1,CA,1142,88.04982486865148,4.320472480985962,4.08078569699244,0.546880131972546,0.43044234096347966,3.006216793449478,100552.9
2025Q2,CA,1141,87.63403029923627,4.35464618646466,4.092666189258335,0.5564940721249254,0.4334596685023369,2.780345780467572,99990.42857142858
2025Q3,CA,1139,87.83412222773599,4.356606791727302,4.099340037475167,0.5691571336344066,0.44605222729081234,2.341310401535762,100043.0652173913
2025Q4,CA,1059,87.61290388799934,4.365506875040271,4.106729711397092,0.5856917753735671,0.46263097721987595,2.2536867219043137,92782.0652173913
2017Q1,CO,206,77.37378640776699,3.7524132142682864,3.5064777798690847,0.8087607684854062,0.6292450035203658,1.0877826037579315,15939.0
2017Q2,CO,204,75.33834302951949,3.8006343358017873,3.545897498965022,0.8297964579813395,0.6382036149497241,1.8987725615324964,15369.021978021978
2017Q3,CO,211,75.04172676694829,3.753949852750375,3.510298988817266,0.8161562699507795,0.6281676311688668,1.3788825868631889,15833.804347826088
2017Q4,CO,209,74.52173913043478,3.797884785023979,3.552670116071976,0.8289540890387633,0.641894962956346,1.0580289324651948,15575.04347826087
2018Q1,CO,213,74.5377673448096,3.8070539978962676,3.555771763936877,0.8523063023089967,0.6620109959555991,1.865140925251944,15876.544444444444
2018Q2,CO,218,74.09648150015123,3.8117282842809774,3.5595249828902955,0.849620749615967,0.6571869400228311,2.04137920700041,16153.032967032967
2018Q3,CO,221,73.35284280936455,3.7798435775541264,3.533385695415747,0.8430352820485313,0.652411818346397,2.093402392275442,16210.978260869564
2018Q4,CO,219,73.74434187016082,3.796676842995798,3.5399499529210177,0.8626952801889353,0.6572006480006407,2.635606801414173,16150.01086956522
2019Q1,CO,222,74.03403403403405,3.7824266224986474,3.5218363372093027,0.872192009194159,0.6632786641427798,3.2517977331713506,16435.55555555556
2019Q2,CO,223,73.79017395160893,3.799822695509087,3.5441738478881066,0.8631118908205022,0.6568316789366272,3.9074847410231004,16455.20879120879
2019Q3,CO,220,74.44328063241107,3.7733740904155484,3.5198155345476176,0.8523754523033957,0.648020902190967,4.782613070653981,16377.521739130436
2019Q4,CO,220,74.34584980237155,3.7826507815199766,3.5270746763603498,0.8568194529360165,0.6501107950769558,4.80033878675985,16356.08695652174
2020Q1,CO,201,74.00196818107266,3.79649322162873,3.5447808905339215,0.8669780949636886,0.6646515880227841,4.369302082468815,14874.395604395604
2020Q2,CO,217,67.44158606370587,3.9705395905746426,3.697550235814169,0.912626649216193,0.6882102676965749,4.752280076834525,14634.824175824175
2020Q3,CO,219,65.50903315465554,3.957300844927857,3.668376718722062,0.9355007818916322,0.7087615351745165,3.948832060405521,14346.478260869564
2020Q4,CO,218,63.66977463103311,3.919697500550135,3.634426697448082,0.935172013867299,0.7066215178067301,4.033139594462417,13880.010869565218
2021Q1,CO,217,60.952073732718894,4.1463695969569745,3.7843000552758164,0.9890180226042807,0.7422618393573893,4.851268194900938,13226.6
2021Q2,CO,217,63.04739960500329,3.9115487828484725,3.608267690604877,0.9423306080255613,0.700370876395686,4.511618747659715,13681.285714285714
2021Q3,CO,219,64.71560452650387,3.716603156708005,3.4450603271748377,0.8801567310125855,0.6639997852579589,5.842281559075898,14172.717391304348
2021Q4,CO,217,64.49885568671498,3.5745885927584338,3.3121717677987066,0.8532850952293655,0.6415932147858071,8.27678737493251,13996.251684017148
2022Q1,CO,218,65.04424057084607,3.608603107114424,3.3544452141097407,0.8440709608766245,0.6430889428351126,12.00994363784146,14179.644444444444
2022Q2,CO,213,66.42310271887737,3.5684264908398506,3.3197285703300796,0.8104003405104083,0.6121583730686093,12.439251095021174,14148.12087912088
2022Q3,CO,215,66.52143579373103,3.5514924068661204,3.318181022257283,0.7747977114958724,0.5917892998448085,12.537815273867988,14302.108695652172
2022Q4,CO,212,67.25789581624281,3.5516767291915374,3.31755458538586,0.7647122346580799,0.5846794399747522,14.066385384814922,14258.673913043476
2023Q1,CO,213,67.89713093375066,3.6334594203388475,3.3871174672784314,0.7913911468145066,0.5992682092951073,11.434044206400705,14462.08888888889
2023Q2,CO,213,68.69736366919466,3.6846066158441104,3.4285167934476903,0.7908654879498572,0.5906562973832967,9.760374649097324,14632.538461538463
2023Q3,CO,205,69.05784729586426,3.445812668770937,3.2269194913204617,0.7346846320457668,0.5596192351072724,9.302240645629567,14156.858695652174
2023Q4,CO,210,70.12805383022773,3.5803761235362104,3.329171406344796,0.77950671427749,0.5842266587151278,9.022716195066538,14726.891304347824
2024Q1,CO,210,70.35494505494505,3.6191923810118833,3.357953190929153,0.7812827086694291,0.5817430119979204,9.175176403590275,14774.538461538461
2024Q2,CO,208,70.13334742180896,3.6661570158284404,3.4007290860002826,0.7857298016397937,0.5816190477625343,9.062642226156651,14587.736263736264
