Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
WESLEYLIFE,561,10,1,0,0,0,0,20,80,0,3.9,3.3,4.4,3.7,4.3,3.9,0.9,44,50.5,0.3,5,0.5,90680,9068,0,0,19.8,11.2,1,3,60.4,81.1,85.9,1.4,1.9,13.2,6.8,5.3,2.3,0.5,17.1,19.7,97.1,97.4,0,29.5,5.8,2.2,21.1,9.7
PROGRESSIVE QUALITY CARE,427,11,1,0,0,0,0,100,0,0,2.9,2.2,1.8,4.7,3.5,3.2,0.6,55.2,34,0.3,9,0.8,209231,19021,3,0.3,24.9,15.3,0.3,2.3,75.4,67.5,79.4,1.8,1.7,8.2,3.5,4.2,0.3,0,5.2,4.3,95.6,94.4,0,21.9,5.3,52.5,22.8,11.8
SENIOR LIFESTYLE,621,2,2,0,0,0,0,100,0,0,4.5,3,5,4,4.3,4,1.5,26,14.3,0,3,1.5,81061,40530.5,0,0,19.1,10.8,1.6,5.2,51.1,86.8,86.4,1.5,1,7.3,1.3,2.2,0,4.4,25.5,18.6,91.9,98.2,0,27.8,7.1,3.2,10.1,9.4
PARAGON HEALTHNET,395,11,1,0,0,0,0,100,0,0,4.5,3.8,2.8,4.8,3.9,3.4,0.8,34.1,35.5,0.9,1,0.1,70480,6407.3,0,0,16.2,6.9,1.5,0.9,75.9,91,93.7,1.3,0.8,15.3,2.6,7.1,0.8,0.4,8.8,12,97.7,99,0.1,9.5,6,33.5,18.2,10.3
FL SNF TRUST,852,10,1,0,0,1,10,100,0,0,3.2,2.6,3.2,4.4,3.5,3.3,0.6,34.4,34,0.2,7,0.7,69189,6918.9,0,0,26.1,6.5,1.5,0.7,72.4,98.6,97.2,2.2,0.8,3.6,1.7,6.3,0.1,0,5.8,3.9,100,97.3,0,2.3,7.9,8.4,6.6,11.5
ALLURE GROUP,734,6,1,0,0,0,0,100,0,0,4,3.2,3.2,5,3.8,3.4,0.8,29.9,36.6,0.2,0,0,0,0,0,0,21.8,7.4,1.1,2.3,75.9,76.9,80.6,1.3,0.9,8.8,2,7.7,0.6,0.1,7.3,9.8,94.1,95.5,0,14.9,5.9,10.3,9.2,8.9
GREEN TREE HEALTHCARE MANAGEMENT,241,4,2,0,0,2,50,100,0,0,2,2,2.3,2.8,3.5,3.1,0.6,47.3,53.3,0.5,25,6.3,535947,133986.8,1,0.3,23,12.4,1.9,3.7,56.7,74.9,86.9,1.3,2,23.7,4.4,5.3,1.2,0.6,15.9,20.3,96.7,95.9,0.1,31.6,6.4,21.1,16.8,10.6
ALLURE HEALTHCARE SERVICES,25,15,1,0,0,6,40,100,0,0,2.5,2.9,1.7,2.6,3.7,3.5,0.6,42.1,49.3,0.6,23,1.5,1316161,87744.1,5,0.3,23.6,18.8,2.5,3.1,35.2,54.3,73.5,1.7,2.4,19.3,3.1,4.1,3.9,2.1,20,18.9,90.6,93.4,0,23.9,5.7,68.9,22.4,10.8
ARK POST ACUTE NETWORK,827,4,3,1,0,0,0,100,0,0,1.3,1.7,1.7,2.3,3.9,3.5,0.4,69.4,64.3,1.5,7,1.8,857302,214325.5,4,1,27.3,17.1,1.7,2.9,38.3,45.4,59.5,3.2,2.7,19.3,1.6,8.6,1.7,0.7,23.4,18.1,81.6,70.9,0.5,20.2,5,2.7,17,10.2
PREFERRED CARE,409,13,2,0,0,0,0,100,0,0,3.6,3.1,2.8,4.5,3.8,3.3,0.6,50.8,43.2,0.2,4,0.3,157243,12095.6,0,0,23.9,10.4,0.3,1.5,73.5,92.5,93.3,2.2,1.2,10.6,2.1,4.9,0.8,0.4,10.2,9.3,98.7,99.2,0,18.3,4.6,17.5,19.3,10.4
CROSS HEALTHCARE MANAGEMENT,751,6,1,0,0,1,16.7,83.3,16.7,0,2.8,3.3,1.5,3.8,3.3,2.9,0.4,65.7,72.8,0.3,5,0.8,73936,12322.7,0,0,26.4,13.4,0.9,2.5,56.5,91.6,99.1,2.3,1.7,7.5,2.1,4.9,0.8,0.3,10.3,8.6,91.6,99.5,0,19.4,4.5,1.3,22,11
THE ROSENBERG FAMILY,685,16,5,0,0,2,12.5,100,0,0,2.2,1.8,3.9,4,3.9,3.4,0.6,45.2,28.2,0,10,0.6,576800,36050,1,0.1,25.9,11,1.2,1.7,66.1,69.3,70.5,2.2,1.4,14.4,2.7,4.3,0.6,0.4,6.5,9.1,92.6,87.8,0,20.1,4.9,15.1,20,11.2
MAXIMUS HEALTHCARE GROUP,338,7,2,0,0,0,0,100,0,0,4.1,4.1,3,4.1,3.7,3.3,0.5,42.4,40.5,0.2,0,0,0,0,0,0,20.7,10.1,2.2,1.3,53,91.4,90.8,1.8,1.3,10.1,3.9,6.3,0.5,0.2,12.7,11.8,99.8,99.6,0,15.4,3.5,1.6,16.1,10.3
TRINITY HEALTH,525,19,8,0,0,4,21.1,5.3,94.7,0,3.3,2.9,4,3.7,4.4,3.9,1.1,40.8,37.2,0.4,1,0.1,97383,5125.4,3,0.2,23.3,12.1,0.9,3,47,93.1,94.4,1.7,1.4,14.5,3.6,4.8,2.2,1.3,14.8,12.7,95.5,97,0,21.4,4.5,0.6,17.2,10.9
BONCREST RESOURCE GROUP,86,5,4,0,1,0,0,40,60,0,2.4,2.2,3.6,3.8,3.9,3.5,0.8,49.6,51.2,0.8,3,0.6,42568,8513.6,1,0.2,22.2,10.3,0.7,1.6,51.3,64.4,70.8,1.6,0.9,13.6,5.3,3.6,1.1,0.3,22,19.4,92.8,91,0,24.8,6.3,2.9,12.7,11.3
LINKS HEALTHCARE GROUP,318,32,2,0,0,4,12.5,100,0,0,2.8,2.5,2.8,4.1,4.2,3.8,0.6,44,47.2,0.5,18,0.6,481905,15059.5,3,0.1,22.4,11.4,1.3,1.7,57.6,92,94.6,1.8,1.4,10.9,1.7,4.4,0.7,0.4,10,7.5,98.7,98,0.4,6.6,4.7,12.1,17.3,11.5
PAVILION HEALTHCARE,612,5,1,0,0,0,0,100,0,0,2.8,2.8,2,3.4,3.3,2.9,0.6,31.3,33.3,0.2,7,1.4,294617,58923.4,3,0.6,29.4,8.4,1.8,1.5,30.8,41.5,44,1.8,1.9,18.4,1,3.8,0.2,0.4,9.9,8.4,92.8,85.9,0,24.7,7,92.8,13.5,11.6
ALLIANCE HEALTH GROUP,714,12,1,0,0,2,16.7,100,0,0,1.3,1.7,1.8,2.2,3.4,3.1,0.3,52.3,50.1,0.5,23,1.9,847602,70633.5,5,0.4,25.9,13.9,3.1,4.3,48.4,61.5,61.7,1.7,1.7,17.1,2.1,6.7,1.7,0.7,26.6,20.9,82.4,84.5,0,25.4,8,5.6,25.9,10.4
NORTHWOOD HEALTHCARE GROUP,772,6,1,0,1,1,16.7,100,0,0,2.3,2.2,1.2,4.3,3.2,2.9,0.5,51.3,56.3,1,4,0.7,548521,91420.2,3,0.5,25.1,15.4,3,4.9,60.1,82.5,77.7,2.1,2.2,10.8,3.1,3.7,0.3,0.2,4,2,95.9,86.5,0,21.4,6.4,67.6,23.4,10.9
THE BEEBE FAMILY,779,49,2,0,0,2,4.1,100,0,0,2.8,3,3.3,2,3.9,3.2,0.4,47.5,32.1,0.1,37,0.8,676136,13798.7,2,0,27.9,15.2,2.3,3.5,46.3,83.1,90.8,2.6,2.7,20,3.6,6.1,3,1.3,17,17.3,96.9,94.6,0,21.4,4.9,1.1,22.5,11.3
HARBORVIEW HEALTH SYSTEMS,246,22,3,1,0,2,9.1,100,0,0,2,2.1,2.4,2.3,3.5,3.1,0.6,46.3,47.1,0.5,28,1.3,539993,24545.1,3,0.1,27.4,13.1,1.6,2.8,42,70.7,76.2,2.3,1.9,13.6,2.7,5.9,2.3,0.7,15.6,12.7,91.1,90.3,0,16.8,7,29.5,17.3,11.2
ILLUMINUS,874,5,1,0,0,0,0,20,80,0,2,1.8,3,2.2,3.5,3.2,0.8,50.7,42.1,1,8,1.6,522517,104503.4,4,0.8,22,17.3,2.2,3.5,41.1,65.7,68.5,2,2.3,17.8,4.3,5.4,3.1,2,16.6,15.9,91.8,95.9,0,26.2,5,0.1,20.6,9.6
WVU MEDICINE,571,7,2,0,0,0,0,28.6,71.4,0,4.3,4.6,3.7,3.1,5.5,4.7,2.1,33.4,31.5,0,1,0.1,21580,3082.9,0,0,22.9,8,0.9,1.4,31.2,91.3,81.2,2.8,1.4,19.9,7,3.1,2.1,2.7,26.7,25.1,99,92.7,0.2,22.1,8.9,2.4,26.4,10.7
ASPEN SKILLED HEALTHCARE,50,35,2,0,0,1,2.9,100,0,0,3.7,3.1,3.9,4.5,4.4,4,0.8,39.3,35.5,0.3,35,1,747470,21356.3,3,0.1,23.5,11.2,0.8,0.8,63.5,95.6,98.7,2.3,1.7,7.4,1.3,3.3,0.6,0.4,8.8,7.2,98.7,99.9,0.2,12.8,2.4,4.8,10,10.7
MAINE VETERANS' HOME,330,5,1,0,0,0,0,0,100,0,4.4,4,4.8,2.4,5.4,4.7,1.7,35.8,26.3,0.3,3,0.6,117018,23403.6,2,0.4,16.9,17.9,1.6,5.7,36,72.8,71.1,0.8,1.4,14.7,4.3,4.9,2.8,1.1,23.5,25.8,94.7,96.3,0,31,4.8,5.1,16.3,9.6
CAVALIER HEALTHCARE,691,4,3,0,0,0,0,100,0,0,2.5,2.8,3,2.5,3.9,3.1,0.4,50.5,58.6,1.3,10,2.5,74787,18696.8,0,0,32.4,14.8,2.9,2.5,57.7,90.4,89.8,3.1,3.4,10.8,3.2,3.5,1.8,0.5,15.4,17.5,91.8,97.6,0,15.1,4.9,0.4,21.8,11.5
MARQUIS COMPANIES,335,15,3,0,0,0,0,100,0,0,4.3,3.7,4.4,3.2,5.1,4.5,0.8,40.1,37.1,0.6,3,0.2,40443,2696.2,0,0,22.5,11.7,0.8,4.3,58.7,81.2,86.2,1.7,1.8,12.4,2.6,9.9,2.3,2.2,27.1,19.7,92.8,95.1,0.1,22.3,6.3,3.7,11.3,9.7
IL & JOAN LEE,741,4,2,0,0,1,25,100,0,0,2,2.5,2.8,2.8,4,3.6,0.5,28.3,35.5,0.3,3,0.8,62418,15604.5,0,0,11.9,4.4,2.5,1.1,72.1,41,39.8,2.9,0.9,30.6,0.7,3.1,1.5,2,13,21.2,92.3,84.2,0,8.2,2,0.1,14.6,10.5
ASCENTRIA CARE ALLIANCE,49,5,2,0,0,0,0,0,100,0,4.4,4,4.2,3.4,4.3,3.7,0.6,37.1,37.8,0.2,1,0.2,56940,11388,0,0,29.1,13.3,1.2,1.3,58.5,77.5,75.5,2.2,1.7,14.4,2.4,4.6,1.1,0.1,15.3,16.8,91.6,79.2,0.2,22.9,6.6,1.5,16.5,10.3
LIFESPACE COMMUNITIES,315,16,7,0,0,0,0,12.5,87.5,0,4.2,3.4,4.3,4.5,4.2,3.7,1.2,38.8,37.3,0.6,12,0.8,241602,15100.1,0,0,22.2,10.2,0.7,1.9,65.4,89.2,91.6,1.7,0.8,12.9,2.5,2.9,1.9,0.3,14.5,10.1,97.3,96.7,0,17.8,5.5,2.6,17.3,10.5
NEXT STEP HEALTHCARE,371,14,1,0,3,1,7.1,100,0,0,1.8,2,2.6,2.2,3.5,3.3,0.6,40.1,52.2,0.5,23,1.6,1422779,101627.1,0,0,26.2,15.6,1.9,3.2,37.1,73.1,73.5,2.5,2.2,27.3,3.8,5.4,2.2,1.1,9.7,10.3,97.8,94.4,0.3,25.1,6.7,20,20.7,11.3
ALLAIRE HEALTH SERVICES,21,20,4,2,2,5,25,100,0,0,2.6,2.3,3.1,4.3,3.9,3.4,0.6,50.6,41.8,0.4,28,1.4,2158760,107938,7,0.4,25.1,10.5,0.8,2.1,72,72.5,77.1,2.2,1.9,14.8,3.2,4.6,0.5,0.1,4.7,5.2,96.3,93.3,0.1,19.1,6.1,27.2,20.5,11.1
JUCKETTE FAMILY HOMES,295,6,1,0,0,2,33.3,100,0,0,2,2.2,2.3,2,3.4,3,0.4,56.4,0,0.5,4,0.7,389423,64903.8,3,0.5,33.2,21.3,3.9,4,51.3,98.9,93.4,2.9,3,29.1,4.5,3.3,1.7,2.5,11.8,15.7,95,99.2,0,14.4,5.3,2.8,27.8,11.6
RMG CAPITAL PARTNERS,793,9,1,1,2,3,33.3,100,0,0,2.6,2.6,2.3,3.4,3.9,3.7,0.3,39.1,60.7,,18,2,286012,31779.1,3,0.3,24.2,14.3,1.6,1.8,45.3,94.4,98.1,2.4,1.8,16.1,1.7,3.1,1.1,0.9,8.2,11,98.7,99.7,0,10.1,6.4,0.3,18.9,11.3
NEW YORK CITY HEALTH + HOSPITALS,368,5,1,0,0,0,0,20,0,80,4.6,4,4.8,4.4,4.8,4.1,1.6,21.5,21.6,0.4,1,0.2,17345,3469,0,0,19,9.1,0.6,4.1,47.3,81.7,78.9,1.6,0.7,6.5,1.3,10.5,1.3,0.2,9.7,12.3,98.3,97.4,0.7,12,3.8,0.9,4.1,9.8
JUNIPER COMMUNITIES,829,3,2,1,0,0,0,100,0,0,5,4,5,3.5,4.4,3.9,1,43,38.2,0,7,2.3,274182,91394,1,0.3,16.9,15.3,2.9,3.5,57.3,54,39.7,1.2,1.1,38.2,3.9,3.6,1.9,0.6,17.3,19,79.5,74.1,0,18.8,4.9,0.3,12,9.3
PROVIDENCE HEALTH GROUP,431,2,2,0,0,0,0,100,0,0,4,4,4,3.5,3.9,3.4,0.9,38.3,36.5,0,0,0,0,0,0,0,27.5,3.9,0,6.1,48.3,76.2,77.7,2.4,1.6,16.2,7.7,2.4,0.8,0,18,11.2,100,97.3,0,14.9,4.3,2.4,43.2,11.7
HEALTH SERVICES MANAGEMENT,257,16,2,0,0,2,12.5,6.25,81.3,12.5,3.1,3,2.6,3.5,3.7,3.3,0.5,52.2,52.8,0.5,16,1,502776,31423.5,3,0.2,28.4,9.5,1.2,1.8,51.2,89.6,86,2.4,1.7,7.5,2.5,3.8,0.5,0.2,17,15.3,98.8,96,0,15.5,5.7,1.5,17.2,11.4
ROCKY MOUNTAIN CARE,455,10,2,0,0,1,10,70,30,0,3.1,2.2,2.9,4.7,3.6,3.1,1.1,53.7,41.1,1.2,17,1.7,312068,31206.8,2,0.2,18,11.9,0.4,1.6,67,92.5,96.9,1.1,1.2,8.7,3.6,3.2,2,1,16.6,13.8,96.5,98.2,0.2,22.8,3.1,11.3,20.6,10.1
HOMEWOOD RETIREMENT CENTERS,273,4,2,0,0,0,0,0,100,0,4.3,4,4.5,4.3,4.2,3.8,0.9,29.1,23.6,0,2,0.5,49709,12427.3,0,0,21.2,8.7,0.5,2.7,58.9,96.9,97.1,1.1,0.9,22.7,4.1,3.4,1.9,0.5,29.2,25.6,99.7,99.2,0,31,6.5,1.1,20.4,10.1
HAMILTON COUNTY HOSPITAL DISTRICT,589,10,1,0,0,1,10,50,0,50,2.3,2.5,2.1,3.6,3.2,2.8,0.4,49.4,45,0.7,19,1.9,414472,41447.2,2,0.2,27.5,14.4,2.6,2.3,54.5,85.5,93.3,2.1,2.4,12.1,1.6,2.7,0.5,0.4,13.5,14.9,97.7,98.9,0,13.3,2.3,0.8,16.2,10.9
CCH HEALTHCARE,124,33,3,0,0,4,12.1,100,0,0,2.5,2.4,2.5,3.9,3.8,3.3,0.6,57.9,51.2,0.7,41,1.2,1226797,37175.7,9,0.3,22.7,13.6,1.3,2.2,55.6,64.2,67.1,2,2,9.5,3.3,4.9,1.1,0.2,8.5,8,90.8,87.8,0.1,22.5,8.1,9.6,26.8,10.5
BANECARE MANAGEMENT,68,8,1,0,0,0,0,100,0,0,4,3.9,3.4,3.6,3.7,3.3,0.6,38.7,44.3,0.5,1,0.1,34808,4351,0,0,25.7,11.4,0.9,3.1,43.7,86.9,86.3,1.4,1.3,16.7,3.6,3.9,1.6,0.3,13.9,14.2,97.3,97.6,0,20.9,5,2.9,17.3,11.3
CITRUS WELLNESS CENTRE,849,5,1,0,0,0,0,100,0,0,2.6,2.6,1.6,3.8,4.1,3.8,0.4,,,,4,0.8,112492,22498.4,1,0.2,22.6,11.7,0.8,2.4,61.8,96,96.5,2.8,1.7,8.7,1.5,5.8,0.3,0.2,8.3,10.4,99.2,99.5,0,9.6,4.1,22.2,17.5,10.2
UNITED METHODIST HOMES,534,2,2,0,0,0,0,0,100,0,2.5,2,3.5,4,4,3.4,0.6,50.9,45.7,1.5,2,1,159646,79823,0,0,20.9,10.2,0.2,1.5,61.2,77.5,82.2,1.7,0.8,12.5,5.6,3.7,1.6,0.8,26.6,26.9,92.9,93.6,0,31,3.8,0.3,12.2,9.8
AMERICARE SENIOR LIVING,34,23,2,0,0,3,13,100,0,0,3.7,3.5,3.6,3,3.9,3.4,0.6,48.7,43.5,0.1,12,0.5,273613,11896.2,0,0,26.8,15.1,1.2,1.3,56.8,74.3,90.4,2,2.5,21,4.5,5.6,2.1,1.8,16.9,17.3,95.5,98,0,20.7,7.4,1.9,25,10.8
OSBYCORP,388,2,2,0,0,1,50,100,0,0,2,2,2.5,4.5,3.3,2.9,0.7,38.2,16.7,0,0,0,0,0,0,0,,,,,,90,95.6,1,1.7,17.7,3.4,3.6,4.4,0.5,11.7,11.5,98.4,99.3,0,20.5,2.6,9,27.4,10.8
LIFE CARE CENTERS OF AMERICA,311,194,26,0,3,14,7.2,96.4,0.5,3.1,3.4,2.9,3.3,4.5,3.8,3.3,0.7,41.4,41.2,0.4,122,0.6,3697816,19060.9,11,0.1,23.2,11.6,1.3,2.3,81.4,81.3,83.1,1.7,1.5,13.4,3.2,4.3,0.9,0.3,11.2,9.2,95,93.9,0.1,22,5.9,6.4,19.3,10.6
EDEN HEALTHCARE,191,7,2,0,0,0,0,100,0,0,3,2.9,3.4,2.4,3.6,3.3,0.7,47.3,39.1,0.6,11,1.6,270269,38609.9,1,0.1,27.2,14.4,1.2,4.2,62.7,75.6,87,2.4,1.7,20.4,3.4,6.4,2.2,0.8,19.4,24.8,98,97.5,0,21.5,6.7,4.7,16.3,11.2
DAVID VANN & BOYD WRIGHT,723,5,1,0,0,0,0,100,0,0,3.2,3,3.2,2.8,3.9,3.3,0.4,50,45.9,1.2,6,1.2,71723,14344.6,0,0,31.8,13,3.1,2.7,56.6,82.9,79.3,2.5,2.7,5,2,6.9,2.3,1.1,17.1,14.9,97.9,97.1,0,17.7,4.9,0.1,18.1,11.6
AZRIA HEALTH,64,9,2,0,1,1,11.1,100,0,0,1.6,1.8,2.9,1.8,3.8,3.4,0.6,51.6,52,0.8,10,1.1,184100,20455.6,3,0.3,23.3,13.9,3.7,6.1,51.5,62.2,70.6,2.1,3.5,19.5,5.2,4.7,3.8,2.1,27.9,24.1,91.5,92.8,0.3,24.7,5.3,11.3,21.5,11.1
BROOKDALE SENIOR LIVING,93,14,10,0,0,2,14.3,100,0,0,3.4,2.9,3.9,4.1,4.5,3.9,1.2,49.7,45,0.5,14,1,567963,40568.8,2,0.1,22.6,9.9,0.8,2.5,61.4,88.6,91,1.9,1.2,7,3.6,4.4,2.2,0.6,19.1,15.1,95.5,95.5,0,23.4,8.9,1.2,15.8,10.6
VENZA CARE MANAGEMENT,614,22,7,0,1,0,0,100,0,0,2.4,2.5,3,2.6,3.9,3.3,0.6,54.5,45.1,0.6,17,0.8,825380,37517.3,1,0,25.9,14.7,1.5,2,46.4,80.2,89.3,2.4,2.1,19.8,3.5,4.9,1.2,0.4,13.6,14.1,92.9,93.9,0.1,18.8,5.2,2.9,22.4,11
PLANTATION MANAGEMENT COMPANY,406,16,1,0,1,1,6.3,100,0,0,1.7,2.6,1.3,1.9,3.2,2.8,0.2,46.7,42.9,0.8,15,0.9,843169,52698.1,3,0.2,30.1,14,1.7,5.1,38.1,78.3,82.8,2.4,2.1,20.4,3.3,5.8,1.9,0.6,18.1,15.5,95.9,89.1,0,18.4,6.4,2.1,19.8,11.4
RUBY HEALTHCARE,824,7,1,0,0,2,28.6,57.1,0,42.9,3,2.1,2.7,4.9,3.7,3.3,0.4,48.1,57.5,1,17,2.4,633090,90441.4,1,0.1,24.8,15.9,0,2.1,61.2,99.9,89.2,2,1.8,6.4,3.2,1.5,0.1,0,5.1,7.7,99.8,96.5,0,8.4,2.2,1.5,12.2,10.8
CARESPRING,111,16,2,0,0,0,0,100,0,0,4,3.7,2.4,4.6,4,3.6,0.8,48.8,37.2,0.4,4,0.3,86280,5392.5,1,0.1,23.9,10.9,1,1.8,70.4,94.9,99.9,1.6,1.1,10.5,3.5,2.4,0,0.2,6,4,96.8,99.9,0,26.5,7.8,46.9,21.9,11.9
FLORIDA DEPARTMENT OF VETERANS' AFFAIRS,739,8,1,0,0,2,25,0,0,100,3.8,3.4,4.4,2.4,5.1,4.5,1.1,48.9,43,0.4,20,2.5,256328,32041,1,0.1,,,,,,75.4,85.4,1.7,1.3,14.9,3.4,5.2,4.7,2,30.4,27.4,95.3,91.2,0,22.8,7.3,1.8,16.1,11.9
DAVID OBERLANDER,812,7,1,0,3,0,0,100,0,0,1.6,1.3,1.6,4.1,3.8,3.3,0.6,60.4,53.9,1.2,7,1,734775,104967.9,7,1,26.9,15.1,0.8,2.5,52.9,68.5,68.9,2.3,1.9,10.7,1.7,3.5,0.1,0.1,4.1,4,91.4,91.1,0,20.8,8.7,68,23.7,10.9
ROCHESTER REGIONAL HEALTH,454,5,1,0,0,0,0,0,100,0,4.2,3.6,3.8,4.6,4,3.5,0.6,38.3,32.7,0.6,1,0.2,12868,2573.6,0,0,20.1,7.7,0.3,2,64.4,90,78.8,1.7,1.1,15,5.1,7.8,0.8,0.1,13.8,13.4,96.8,90,0,19.1,8,3.7,9.1,10.4
AVALON HEALTH CARE,57,16,5,0,0,0,0,81.3,6.3,12.5,3.5,2.9,3.9,4.2,4.5,4,1,42.9,46.4,0.4,12,0.8,340178,21261.1,1,0.1,17.5,14.7,2.1,2,52.8,87,93.1,1.2,1.6,16.6,3.1,3.7,1.1,0.5,17,13.4,96.7,98.4,0,22.5,3.2,9.4,19.5,10.5
DAKAVIA,178,2,2,0,0,0,0,100,0,0,1.5,2,3.5,2,4.3,3.7,0.9,31.9,22.2,1,3,1.5,126916,63458,0,0,19.3,26.3,3.2,7.7,55.6,88.9,80.7,1.9,3.4,7.4,6.4,8.9,4.5,2.4,16.2,27.3,90.6,95.6,0,21.7,3.4,12.4,8.8,10.9
CARING PLACE HEALTHCARE GROUP,114,5,1,0,0,0,0,100,0,0,4,3.4,1.6,5,3.6,3.2,0.4,53.1,38.8,0.8,1,0.2,15924,3184.8,0,0,21.7,7.6,0.5,0.7,52.5,82.3,82.8,1.3,0.9,7.4,2,0.4,0.3,0,6.7,4.2,98,89.5,0,24,7.8,43.6,25.7,11.4
