Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
PHOENIX SENIOR LIVING,402,2,2,0,0,0,0,100,0,0,3,3,2.5,2.5,4.4,4.1,0.7,56.8,80,0,3,1.5,27834,13917,1,0.5,29.1,14.7,1.1,4.4,43.7,84.4,96.8,2.1,2,15.4,11.4,5.8,3.1,3.2,20,13.3,93.8,98.1,0,20.8,12.1,4.3,15.5,11.3
IDE MANAGEMENT GROUP,278,10,1,0,0,1,10,90,0,10,3.2,3.2,2.1,2.9,3.3,3,0.7,53,43.9,0,1,0.1,105073,10507.3,3,0.3,25.8,9,2.3,3.2,37.8,80.7,82.1,1.6,1.3,16.9,3.4,4.2,2.5,0.7,26.9,25.8,99.1,95.5,0,24.6,5.7,24.3,20.5,10.7
ABRAHAM SMILOW,808,7,1,0,0,2,28.6,100,0,0,1.4,1.4,1.9,2.9,3.4,3.2,0.6,46.7,53,0.6,5,0.7,322014,46002,0,0,21.7,11.8,1.6,2.9,38.4,50.3,64,1.4,0.9,20.4,2.7,4.2,2.7,0.8,23.7,22.9,79.2,79.3,0,26.5,6.8,12,22.8,11
EASTERN HEALTHCARE GROUP,608,18,1,0,1,5,27.8,94.4,5.6,0,1.5,1.8,1.5,3,3.3,2.8,0.4,60.4,66.8,1,25,1.4,1081824,60101.3,1,0.1,23.9,13,1.2,3.9,55.8,44.2,42.4,1.7,1.6,12.6,3.4,5.4,1.6,0.4,18.9,15.9,81.4,75.5,0,24.1,5,25.1,19.5,11.1
CENTENNIAL HEALTHCARE,750,8,1,0,0,4,50,100,0,0,2.4,2.3,1.6,4.5,3.1,2.8,0.6,44.6,38.9,0.4,9,1.1,159245,19905.6,0,0,13.8,14.5,0.3,1.4,60.8,86.1,92.8,1.2,3.2,23.9,5.3,2,0.1,0.2,7.4,6.8,96.9,98.5,1.4,17.4,3.1,50.5,21.4,10.3
EDURO HEALTHCARE,193,35,7,0,2,5,14.3,82.9,0,17.1,2.4,2.4,2.1,3.1,3.2,2.7,0.6,56.4,53.8,0.5,81,2.3,2770280,79150.9,14,0.4,24.1,12.8,1.8,3.1,46.8,81.6,84.5,2,2,14.1,3.2,5.1,1.6,0.7,16.1,15.7,95.1,95.6,0,17.6,4.8,3.2,20.4,10.1
AYDEN HEALTHCARE,63,11,1,0,0,0,0,100,0,0,2.1,1.9,1.8,4.5,3.3,3,0.5,47.2,48.3,0.5,4,0.4,252602,22963.8,1,0.1,26.9,16.9,1.1,1.4,54.7,63.6,74.7,1.9,1.9,6.8,2.5,3.1,0.3,0.1,3.7,3.5,89.1,94.6,0,20.4,6.3,23.3,29.7,11
ADAMS COUNTY MEMORIAL HOSPITAL,10,8,1,0,0,0,0,62.5,25,12.5,2.8,2.5,3.1,3.3,4,3.5,0.7,45.1,37.5,0.2,2,0.3,114339,14292.4,1,0.1,17.4,6,1.1,1.1,52.7,76.1,76.1,1.8,1.2,11.9,4.3,3.8,2.5,1.2,26.3,27.1,95.4,94.9,0,25.3,6.1,12.2,24.3,10.6
AMERICAN HEALTH FOUNDATION,31,6,2,0,0,1,16.7,0,100,0,2.5,2.3,2.7,3.2,3.5,3.2,0.6,62,41.7,0,5,0.8,353465,58910.8,0,0,22,11.6,1.6,2.5,47.2,62.9,68.9,1.6,1.3,10.6,2.8,4,1,0.4,13.8,12.2,91.1,86.4,0,22,5,8.3,20.4,10.6
GUTHRIE,873,2,2,0,0,0,0,0,100,0,2,2,4.5,2.5,4.2,3.2,0.8,25.1,33.5,0,3,1.5,286114,143057,0,0,20.2,12.6,3,2.9,51.5,90.9,96.2,2.1,2.1,20.5,2.4,6.5,1.4,0.3,20.3,20.2,95.8,99.8,0,29.2,8.1,4,17.9,10.7
BRIGHTON HEALTHCARE,848,8,2,0,2,3,37.5,100,0,0,1.5,1.8,1.9,1.6,3.3,2.9,0.6,63.8,64.3,0.5,21,2.6,743716,92964.5,2,0.3,26.7,10.9,3.4,4.9,40.8,66.7,65.3,2,1.9,30.8,5.2,4.9,1.1,1.1,25,25.7,86.2,86.7,0,22.8,6.9,9.3,27.3,10.4
GENERATIONS HEALTHCARE,236,27,2,0,0,1,3.7,100,0,0,4.2,3.7,3.7,4.6,4.2,3.8,0.6,34.9,37.1,0.5,12,0.4,378169,14006.3,1,0,23.6,13.5,0.7,0.7,61,98,98.6,2.1,1.8,20.1,1.5,2.3,0.7,0.3,6.5,5.8,100,99.8,0.1,9.7,3.5,5.9,13.4,10.5
PARADIGM SENIOR MANAGEMENT,623,8,1,0,0,0,0,100,0,0,3.4,4.4,1.1,2.3,3.4,3,0.4,55.6,35,1,2,0.3,26628,3328.5,1,0.1,36,16.7,3.2,1.9,66.7,22,22,2.4,3.7,30.9,6.6,4.9,4.4,1.2,13.7,15.1,76.1,56.5,0,7.3,12,8.8,24.1,11.3
THE PEPLINSKI GROUP,515,10,1,0,0,2,20,100,0,0,2.1,2.1,3.7,3.5,4.1,3.7,0.6,51.5,45.1,0.4,12,1.2,358237,35823.7,6,0.6,21.7,10.7,1,3.3,42,90.4,91.3,1.4,1.5,15.5,2.3,5.2,3.4,1,18,12.5,99.6,99,0,23,10,1.2,20.9,11.2
RELIABLE HEALTH CARE MANAGEMENT,728,7,1,0,0,0,0,100,0,0,3.1,3.3,2.9,2.4,3.8,3.4,0.4,36.7,25.2,0.1,3,0.4,12529,1789.9,0,0,26.9,8.6,3.5,3.4,39.6,89.8,92.6,2.3,1,19.5,4.9,4.2,3,1.5,18.5,21.3,99.3,95,0,24.4,6.8,6.2,27.7,9.8
CARMELITE SISTERS FOR THE AGED AND INFIRMED,115,3,2,0,0,0,0,0,100,0,3.7,3.7,3.7,3.3,4.4,4.1,0.8,52.7,56.1,0,1,0.3,46410,15470,0,0,27.6,12.4,0.5,3.4,50,85.4,78.8,2.1,1.4,15.8,2.5,3.8,3,1,17.7,14.3,98.2,90.1,0,21.7,7.5,7.7,13.1,10.8
GOLDEN SNF OPERATIONS,692,7,1,0,0,0,0,100,0,0,2.7,2.6,3.4,2.9,4.1,3.7,0.5,47,48.7,0.9,32,4.6,653230,93318.6,4,0.6,25.1,18,0.8,2.8,44.8,87.4,88.8,2.1,2.8,9.1,1.6,5.3,0.7,0.6,20,15.4,96.9,95.5,0,21,4.8,2.1,15.8,11.1
INGLESIDE ENGAGED LIVING,284,3,3,0,0,0,0,0,100,0,5,3.7,5,5,5.5,5.1,1.6,31.2,28.3,1,3,1,47700,15900,0,0,15.6,6.9,1.4,0.9,68.7,83.3,51.9,1.5,1.2,13,2.3,3.7,1.3,0.7,20.3,23.6,97.6,75.9,0,27.6,3.9,3.7,17.8,10.8
COMPLETE CARE,157,85,8,0,0,7,8.2,100,0,0,3.1,2.7,2.3,4.4,3.6,3.3,0.6,46.9,46.6,0.5,72,0.8,2308934,27163.9,12,0.1,23.8,9.8,1,2.4,70.8,81.4,76.4,1.8,1.1,11.9,2.3,4.5,0.8,0.4,10.9,9.7,98.6,93.3,0,22.3,4.6,28.4,18.1,10.9
"WISCONSIN ILLINOIS SENIOR HOUSING, INC.",569,7,2,0,1,0,0,0,100,0,1.9,1.9,3.1,3.4,4.5,3.9,0.8,63,56.9,0.9,15,2.1,653885,93412.1,3,0.4,24.2,17.8,0.9,2,49.1,83.2,87.5,1.9,1.9,12.3,2.4,6.7,1.2,1.6,18.1,12.3,94.2,96,0,16,6,4,14.3,11.9
ROYAL HEALTH GROUP,457,12,2,0,0,0,0,100,0,0,3.1,3.2,2.4,3.1,3.5,3.1,0.7,48.3,53.9,0.3,9,0.8,198661,16555.1,0,0,25.9,15.1,1.3,2.8,41.9,83.8,87.7,2.2,1.9,24.6,4.3,2.6,2.5,0.4,15.7,18.2,96.4,96.9,0,23.3,4.1,29.8,19,10.9
MAPLE SPRINGS LIVING,333,3,2,0,0,0,0,100,0,0,3,2.7,4.3,3.3,5.5,5,1.6,48.1,42.1,0,3,1,54872,18290.7,1,0.3,17.9,18.5,1.5,4.1,40.1,92.9,94.9,1.3,1.3,20.7,1,10.6,5.2,2.9,17.7,9.6,100,97.9,0.1,26.7,6.1,9.7,16.4,9.4
ACCURA HEALTHCARE,8,43,4,0,0,2,4.7,100,0,0,2.3,2.3,3.1,2.8,3.5,3.1,0.6,43.8,48.4,0.5,22,0.5,519199,12074.4,9,0.2,24.4,15,2.4,1.8,56.9,73.1,84,1.7,2.5,22.1,4.4,4,3,1.1,21.4,20.8,95.9,90.4,0,27.4,5.2,3.8,21.9,10.6
MISSION POINT HEALTHCARE SERVICES,356,21,2,0,1,4,19,100,0,0,2.6,2.1,3.7,4,3.8,3.3,0.8,47.4,37.2,0.7,20,1,1443229,68725.2,16,0.8,25.2,10.8,2.4,0.7,60.9,79.2,83.6,1.9,1.5,13.5,2.8,4.8,1.5,0.4,8.5,6.9,94.5,96.3,0,16.3,5.1,4.9,20,11
VIERRA COMMUNITIES,597,3,2,0,0,1,33.3,100,0,0,2.5,2.5,3.5,4,4,3.5,0.8,41.4,45.8,1,2,0.7,66996,22332,0,0,21.2,7.4,0.8,2.5,51.2,71.6,53.2,1.5,1.5,14.1,2.6,6.3,1.3,0.2,25.4,20.1,91.5,86.1,0,28.1,5.1,15.5,10,10.4
WILSON SENIOR CARE,831,5,1,0,0,0,0,100,0,0,4.6,4.6,4,2.2,4,3.2,0.5,36.8,31.8,0.2,0,0,0,0,0,0,24.2,14.4,1.3,3.9,46.7,91.6,97.3,3.4,3.3,16.6,4.1,7,1.8,0.8,10.7,11.3,86,99.8,0,12.2,5.9,0.1,20.6,11.3
HEALTHCARE OF IOWA,260,6,1,0,0,0,0,50,50,0,3.5,3.5,3.2,3.3,3.4,2.9,0.7,50.4,39.8,0.8,4,0.7,52243,8707.2,1,0.2,28,15.5,0,12.2,65.1,89.1,88.3,1.4,1.8,11.9,4.6,10.2,2.1,1,13,17.7,97.5,94.4,0,25.8,4.1,2.6,14.6,10.9
PRINCIPLE LONG TERM CARE,423,44,3,0,0,4,9.1,100,0,0,3,2.9,2.9,3.3,3.6,3.2,0.6,48.1,41.8,1,36,0.8,1046757,23789.9,7,0.2,24.4,13.9,1.1,2.7,52.8,73.1,77.6,1.9,1.9,14.1,3.2,5.2,1.5,0.4,15.8,13.9,93.8,89.3,0,8.2,5.9,2.6,23,10.9
ATHENA HEALTHCARE SYSTEMS,52,24,3,0,2,5,20.8,100,0,0,1.6,1.7,2.3,2.5,3.1,2.8,0.5,31.7,37.3,1,38,1.6,2017826,84076.1,7,0.3,25.8,13.4,2.6,1.8,44.1,65.1,68.3,2,1.8,29.5,3.7,3.3,1.4,0.9,18,17.7,89.7,92.4,0,23.9,4.7,15.5,28,11
KR MANAGEMENT,667,5,1,0,0,0,0,100,0,0,4.2,3.2,3.2,5,4,3.6,0.8,43.5,46.4,1.5,2,0.4,38350,7670,0,0,23.7,7.4,0.7,1,61.9,97.7,99.4,1.9,0.6,3.9,2.1,2.8,0.3,0.1,5.9,3.8,100,100,0,9.4,4.8,9.2,17.3,10.5
BEDROCK HEALTHCARE,73,9,3,1,2,3,33.3,100,0,0,1.4,1.3,2.1,2.8,3.6,3.2,0.7,59.4,62.2,1.6,19,2.1,1140328,126703.1,14,1.6,26.5,12.2,1.5,1.6,51.8,64.1,67.7,2.1,2.9,23.8,2.1,7.1,2.2,2,14.6,13.2,89,87.2,0,26.7,8,6.3,19.8,11.7
VANGUARD HEALTHCARE,543,6,1,0,0,1,16.7,100,0,0,3.5,3.3,4.2,2.8,4.3,3.5,0.7,38,34,0.5,6,1,136799,22799.8,2,0.3,26.8,15.8,0.9,5.1,60.3,77.9,85.3,2.1,2.2,13.9,2.8,6.3,0.5,1.2,16.6,19.7,94.4,98.1,0,13.7,3.5,0.4,23.8,10.4
"THE CHARLY BELLO FAMILY, THE MAZE FAMILY, THE SWAIN FAMILY, & WALTER MYERS",803,18,3,0,5,7,38.9,100,0,0,1.8,1.9,2.2,3,3.1,2.8,0.6,54.4,58.9,1,39,2.2,976037,54224.3,3,0.2,18.3,15.8,1.5,2.3,59.1,78.2,79.8,1.6,2.5,22.5,3.7,4.2,1.4,0.5,16,15.8,94.9,94.7,0,17.3,4.7,14.6,15.2,10.7
ECC TRUST,820,4,3,0,0,0,0,100,0,0,3.8,3.5,3,4,3.8,3.4,0.6,45,40.5,0.3,0,0,0,0,0,0,22.2,10.9,0.3,4.3,53.4,92.9,94.4,2.2,1.4,7.6,3,2.9,1.5,0.1,18,13.8,98.8,99.6,0,20.6,7.5,3.7,33.6,10.7
RESIDENTIAL ALTERNATIVES OF ILLINOIS,450,7,2,0,0,0,0,14.3,85.7,0,2.9,3.1,3.1,2.1,4.1,3.7,0.8,41.8,36,0.1,11,1.6,337575,48225,0,0,26,19.4,1.6,4.1,54.5,77.1,81.9,1.9,3,15.5,5.9,4.4,3.2,0.8,24.3,27.1,94.6,92.8,0,21.8,5,8.5,18.1,11.2
VETTER SENIOR LIVING,547,22,2,0,0,0,0,4.5,95.5,0,4.2,3.9,4.3,3.8,4.2,3.6,0.7,32.8,23.5,0,1,0,14017,637.1,1,0,22,8.6,1.7,4.4,49.9,93.2,96.3,1.3,1.4,10.8,4,3.2,1.5,0.5,20.8,21.5,99.3,98.3,0,26.2,2.6,1.4,16.3,9.4
EDEN SENIOR CARE,192,21,3,0,1,1,4.8,100,0,0,2.6,2.5,3.1,3.3,3.8,3.4,0.9,48.5,37.4,0.4,23,1.1,962554,45835.9,2,0.1,20.9,16.4,1.7,3.4,64.7,80.7,78.6,1.5,1.8,17.1,2.9,5.2,2.6,0.6,14.7,10.2,96,95.3,0,24.7,4,7.6,17.9,10.3
SAPPHIRE HEALTH SERVICES,643,8,1,0,1,3,37.5,100,0,0,1.8,1.9,2.9,3,5.4,4.9,0.7,65.4,68,0.9,9,1.1,246111,30763.9,0,0,20.9,16.2,2,2.2,55.6,80.6,83.2,1.7,2.7,18.8,3,7.5,1.5,0.8,17.3,14.2,96.4,97.8,1,19.3,4.4,6.3,12.5,10
SOL HEALTHCARE,817,8,1,0,0,1,12.5,100,0,0,2.5,2.4,3.4,3.4,4.4,4,0.8,,,,7,0.9,65820,8227.5,1,0.1,25.4,15.5,1,2.6,56.3,94.5,96.1,2,2.3,8.8,1.9,6.7,1,0.4,11.8,8.1,98.2,99.5,0,8.8,2.8,8.4,6.5,10.6
"HEALTH CARE FACILITY MANAGEMENT, LLC",814,5,2,0,0,1,20,100,0,0,3.6,2.6,2.6,5,3.4,3.1,0.6,39.5,41,0.4,1,0.2,7443,1488.6,0,0,17.3,9.1,0.3,2.9,41.9,65,50.3,1.2,1.5,6.3,4,4.5,0.1,0,4.8,4.6,90,94.9,0,24.9,4.3,48,17.3,11.7
CREST HEALTHCARE CONSULTING,170,13,1,0,0,3,23.1,100,0,0,2,2.7,1.2,2.8,3.2,2.8,0.5,54.3,44.2,0.9,35,2.7,1973501,151807.8,12,0.9,20.2,16.4,1.9,2.3,43.5,62.7,58.1,2,3.4,12.3,4.7,4.6,1.8,0.8,14.3,12.8,86.5,80.7,0.2,27.6,9.4,70.3,25.2,11.1
PRESTIGE CARE CENTER,602,3,2,0,0,0,0,100,0,0,1.7,2,2,2.3,3.3,3.2,0.5,65.3,64.8,1.3,4,1.3,122376,40792,2,0.7,14.5,7.1,3.5,2.9,47.3,55.4,49.6,2,2.9,26.2,4.9,2.9,2.6,0,22.9,25,89.1,84.9,0,26.2,6.9,4.5,28.5,10.7
ENCORE HEALTH PARTNERS,697,12,1,0,0,0,0,100,0,0,3.4,3.3,2.1,3.6,3.6,3.2,0.7,43.9,41.7,0.5,19,1.6,183405,15283.8,2,0.2,22.8,12,1.4,4.6,51.6,85.7,96,1.6,1.4,12.7,3,4.8,1,0.4,16.9,13.8,98,97.5,0,18.2,6.8,34.8,25.1,10.8
AVAMERE,58,28,2,0,0,1,3.6,100,0,0,3.1,2.6,4.1,3.8,4.7,4.2,0.8,38.7,44.9,0.6,20,0.7,726594,25949.8,2,0.1,22.2,14.6,1,2.6,57,86.9,93.3,1.4,1.9,13.8,1.8,5.3,2,0.9,19.7,14.4,96,97.4,0,21,5.1,13.7,12,9.8
LME FAMILY HOLDINGS,321,15,4,0,0,1,6.7,100,0,0,2,2.1,2.3,2.9,3.4,3.1,0.6,54.3,51.8,0.6,18,1.2,816886,54459.1,1,0.1,22.6,11.1,1.8,2.3,43.9,58.8,53.8,2.1,1.4,17.3,2.2,4.9,1.2,0.6,14.1,15.3,93.2,80.3,0,26.4,7.4,19.2,23.8,10.4
SHIMON LEFKOWITZ,795,5,3,1,0,0,0,100,0,0,2.8,3,2.5,2.3,3.5,3.3,0.6,37,45.5,0.2,5,1,309506,61901.2,0,0,24.9,9.8,3.4,2.3,47.9,79.9,73.5,1.8,1.5,18.5,3,8.3,3.1,1.1,21.3,24.7,91.8,87.4,1.3,18.5,8.1,22.1,14.8,10.6
RURAL HEALTH DEVELOPMENT,879,9,2,0,0,0,0,0,22.2,77.8,3.8,3.6,3.7,3.6,3.9,3.3,0.7,46.8,51,0.3,1,0.1,27115,3012.8,1,0.1,22.3,11.3,4.5,0.9,55,83.3,91.4,1.4,1.9,12,5.6,3,2.6,0.9,16.5,22.5,98.6,96.6,0,24.8,5.1,6.3,19.7,10.2
AOM HEALTHCARE,37,20,1,0,3,1,5,100,0,0,2.7,2.3,1.6,4.8,3.2,2.8,0.5,60.6,63.5,0.7,15,0.8,527587,26379.4,7,0.4,24.4,17.3,1.8,2.6,65.8,79.8,85.3,1.5,2.2,8,3.4,2.8,0.2,0,2.7,3.2,96,94.9,0,18.4,4.7,39.9,29.7,11.2
PARAMOUNT CARE CENTERS,774,10,2,0,0,0,0,100,0,0,3.3,2.8,2.6,4.4,3.5,3.1,0.5,40.9,37.6,0.5,8,0.8,476469,47646.9,0,0,25.9,9.4,1.6,0.9,76.1,84,78.9,2,1,15.3,1.4,5.1,0.8,0.1,9.2,11.1,98.8,91.1,0,15.9,3.9,31.5,18.4,11.2
MONARCH HEALTHCARE MANAGEMENT,361,45,1,0,0,5,11.1,95.6,4.4,0,2.3,2.2,3.7,3,3.5,3.1,0.9,47.4,50.7,1,82,1.8,1559048,34645.5,4,0.1,24.7,17,2.2,2.5,55.4,77.5,87.1,1.8,2.3,19.5,3.3,7,1.6,1.5,15.9,13.6,96.4,97.3,0,21.8,5,5,13.1,10.2
SPRENGER HEALTH CARE SYSTEMS,484,12,2,0,0,0,0,100,0,0,3.4,3.2,2.8,4.5,3.5,3.1,0.6,48.1,44.2,0.1,4,0.3,94325,7860.4,0,0,25.2,14.4,0.6,1,42.5,86.4,89.2,1.3,1.6,5.1,2.9,3,0.3,0,3.4,3,96.6,93.8,0,23.4,6.3,6.7,29.5,10.6
RYDERS HEALTH MANAGEMENT,458,8,1,0,0,2,25,100,0,0,1.5,1.5,3,2.3,3.6,3.3,0.7,41.2,46,0.3,8,1,103149,12893.6,0,0,28.1,11.2,1.2,2.7,41.3,48.8,51.5,2.4,1.4,16.4,3,5.1,2.7,1.3,24.4,25.4,89.7,71.8,0,27.3,6,1.4,21.2,10.7
COMMUNICARE HEALTH,153,120,6,0,5,15,12.5,95.8,3.3,0.8,3.1,2.6,2.6,4.5,3.4,3.1,0.6,42.7,42.8,0.7,91,0.8,4999015,41658.5,11,0.1,23,11.6,0.6,1.4,60.8,72.5,71,1.5,1.6,10.7,3.6,3.2,0.5,0.1,10.8,9.6,96.6,95.2,0,22.7,5.1,16.2,25.2,11
HERITAGE OPERATIONS GROUP,651,9,1,0,0,3,33.3,11.1,77.8,11.1,1.9,2.6,1.8,1.6,3.2,2.9,0.6,48.6,43.2,0.3,17,1.9,1217746,135305.1,9,1,22,19.3,2.6,6.6,31,76,88.4,1.9,3.5,16,5.5,5.1,2.7,1.7,28.6,25.4,98,97.2,0.9,27.4,8,14.3,15,10.2
FIRST ATLANTIC HEALTHCARE,221,10,1,0,0,1,10,100,0,0,3.4,3,4.4,2.8,4.2,3.8,0.9,44.1,34.8,0.2,7,0.7,140746,14074.6,0,0,23.1,16.4,1.2,4.5,58.3,69.4,69.9,1.6,2.9,22.5,3.5,5.2,3,0.4,26,22.8,97.2,90.4,0,28.3,6.7,3.7,21.7,10.8
NATIONAL LUTHERAN COMMUNITIES & SERVICES,365,2,2,0,0,0,0,0,100,0,4,3.5,4.5,4,4.5,4.3,1.1,37.5,29.2,0.5,1,0.5,17345,8672.5,0,0,20.4,11.9,0.7,2.5,63.7,73.9,85.3,1.4,1.8,10.2,1.5,10.2,1.5,0.7,24.7,17.2,96.5,81.8,0,22.4,11.7,6,31.6,9.1
CERTUS HEALTHCARE,132,11,2,1,1,3,27.3,100,0,0,1.8,1.9,1.3,4.1,3.2,2.8,0.5,41.3,44,1.2,15,1.4,393134,35739.5,3,0.3,27.5,15.7,1.6,4.6,41.8,81.5,87.8,1.9,1.9,10,4.1,2.6,0.5,0.1,2.5,3.8,97.6,99.3,0,19.3,6.2,6.6,28.6,10.5
AVERA HEALTH,61,13,3,0,0,1,7.7,0,100,0,3.4,3.2,4.3,3.1,4.4,3.9,1,40.6,33.6,0.2,8,0.6,115612,8893.2,1,0.1,19.2,10.9,1.1,4.6,63.4,89.7,93,1.6,2,20.4,6.1,4.3,1.8,2.9,20.5,20.2,99.2,99.5,0,23.9,5.1,2.7,19.9,9.9
STATE OF NEW YORK COMPTROLLER'S OFFICE,489,6,1,0,0,0,0,0,0,100,4.5,4.7,4,4,5.3,4.6,1.8,34.9,38.1,0,0,0,0,0,0,0,14.3,8.4,1.9,3.8,47,90.2,87.7,1.1,1,9.5,3.5,8.3,1.8,0.7,13.1,13.2,97.5,89.5,0,20.6,6.6,2,8.2,9.4
COVENANT LIVING,168,15,10,0,0,1,6.7,0,100,0,4.4,4.1,4.1,3.6,4.2,3.8,1,34,24.9,0.4,3,0.2,71683,4778.9,1,0.1,23.6,11.9,1,2.7,53.7,88.3,95,1.6,1.3,10,4.1,5.3,2.6,0.8,21.8,19.9,94.3,97.7,0,22.9,5.2,2.3,10.7,10.6
CRESTPARK,722,6,1,0,0,0,0,100,0,0,3.3,3.2,4,3.2,4.2,3.7,0.6,29,39.3,0.3,3,0.5,35166,5861,0,0,,,,,,56.4,62.5,2.3,4.3,14.4,4.2,5.7,4,2.8,10.5,9.2,96.9,92.9,1,5.5,3.4,2.1,15.5,11.2
VIBRA HEALTHCARE,549,3,3,0,0,0,0,100,0,0,4,3.3,3.7,4.3,4.8,4.2,1.1,50.1,46.7,1,14,4.7,166780,55593.3,0,0,21.1,8.7,1.8,0.7,62.1,89.7,88.2,0.7,1.3,16.5,2.7,5.7,1.4,1.1,10.7,12.6,87,100,0,5.4,2.1,4.2,38.8,10.2
ACCELA HEALTHCARE,733,4,2,0,0,0,0,100,0,0,2,1.8,2,4.3,3.2,2.9,0.3,57.8,48.3,0.3,9,2.3,145713,36428.3,0,0,20.2,9.3,1.2,1.4,66.9,50.3,48.4,1.9,1.2,11.2,2.3,5.8,0.7,0.5,6.6,9.3,80.9,73.4,0,17.1,6.7,32.5,17.3,10.7
TREND CONSULTANTS,522,16,1,0,1,1,6.3,100,0,0,3.2,3.2,4,2,4.7,3.8,0.5,41.4,36.1,0.2,17,1.1,163870,10241.9,2,0.1,25.8,14.7,2.2,3.5,63.7,80.3,92.8,2.6,3.7,24,3.4,5.8,3.6,1.4,19.5,22.8,97.8,96.7,0.2,21,6.5,0.3,26.6,11
LIFEWORKS REHAB,768,69,5,3,5,10,14.5,100,0,0,2,2,1.6,3.8,3.4,3,0.5,54,54.6,0.6,88,1.3,4831787,70025.9,20,0.3,22.2,11.6,1.4,2.7,56.4,78.9,79.9,1.5,1.4,14.8,3.2,5.2,1.2,0.4,11.8,11.8,92.4,93.3,0,24,5.5,43.7,19.2,11.2
IVY HEALTHCARE GROUP,828,4,3,0,1,0,0,100,0,0,1.8,1.8,3.3,3,3.4,3.1,0.6,57.1,63.2,0.5,10,2.5,296283,74070.8,5,1.3,22.6,14.9,1.6,1.1,63.1,42.4,54.7,2.1,2.4,21.5,2.7,4.3,1.3,2.5,19.7,17,73.7,82.6,0.1,21.9,6.5,12.4,18.2,11.3
PRESTIGE ADMINISTRATIVE SERVICES,416,9,2,0,0,0,0,100,0,0,2.4,2.3,2.3,3.2,3.7,3.1,0.6,47.7,43.2,0.7,8,0.9,384899,42766.6,1,0.1,19.7,11.7,1.6,4,46.3,68.1,65.8,1.6,1.9,16.4,2.8,8.4,1.9,0.5,19.9,12.6,96.8,92.7,0.1,21.6,6.6,3.2,27,11.3
PARADIGM HEALTHCARE,620,18,2,3,0,4,22.2,94.4,0,5.6,1.8,1.8,1.5,3.7,3.2,2.9,0.4,54.3,57.7,1.4,40,2.2,1404116,78006.4,9,0.5,25.3,10.1,1.9,1.8,53.6,89.3,90.7,2.2,2.6,13.9,1.9,5.1,0.2,0,8.2,13.9,97.9,98.2,0,9.5,4.3,1.2,19.2,10.7
HAVEN HEALTHCARE,761,7,1,0,0,2,28.6,100,0,0,1.3,1.9,1,1.7,2.9,2.5,0.4,48.3,51.5,0,8,1.1,289097,41299.6,4,0.6,28.4,12.6,2.2,2.9,34.5,47.7,76.2,2.7,2.9,24.5,5.3,5.4,2.1,0.7,21.2,15.3,88.1,94,0.5,23.3,5.4,57.2,23.4,11
CAMBRIDGE HEALTHCARE SERVICES,98,32,1,1,0,1,3.1,100,0,0,2.5,2.3,3.3,4,4.1,3.7,0.5,38.4,41.7,0.2,26,0.8,1091988,34124.6,11,0.3,23.9,10.8,1.1,1.1,48.3,97.3,98.2,2.6,1.7,10.7,1.9,4.8,0.7,0.3,7.7,8.1,98.9,99.7,0.1,11.8,4.4,12.7,13.1,10.5
