Chain,"Chain ID","Number of facilities","Number of states and territories with operations","Number of Special Focus Facilities (SFF)","Number of SFF candidates","Number of facilities with an abuse icon","Percentage of facilities with an abuse icon","Percent of facilities classified as for-profit","Percent of facilities classified as non-profit","Percent of facilities classified as government-owned","Average overall 5-star rating","Average health inspection rating","Average staffing rating","Average quality rating","Average total nurse hours per resident day","Average total weekend nurse hours per resident day","Average total Registered Nurse hours per resident day","Average total nursing staff turnover percentage","Average Registered Nurse turnover percentage","Average number of administrators who have left the nursing home","Total number of fines","Average number of fines","Total amount of fines in dollars","Average amount of fines in dollars","Total number of payment denials","Average number of payment denials","Average percentage of short-stay residents who were re-hospitalized after a nursing home admission","Average percentage of short-stay residents who have had an outpatient emergency department visit","Average percentage of short-stay residents who newly received an antipsychotic medication","Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened","Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge","Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days","Average percentage of long-stay residents who received an antipsychotic medication","Average percentage of long-stay residents experiencing one or more falls with major injury","Average percentage of long-stay residents with pressure ulcers","Average percentage of long-stay residents with a urinary tract infection","Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder","Average percentage of long-stay residents whose ability to move independently worsened","Average percentage of long-stay residents whose need for help with activities of daily living has increased","Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine","Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine","Average percentage of long-stay residents who were physically restrained","Average percentage of long-stay residents with new or worsened bowel or bladder incontinence","Average percentage of long-stay residents who lose too much weight","Average percentage of long-stay residents who have symptoms of depression","Average percentage of long-stay residents who used antianxiety or hypnotic medication","Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF"
"VILLA HEALTHCARE",550,18,2,0,0,3,16.7,94.4,5.6,0,2.6,2.2,2.6,4.5,3.6,3.1,0.4,49.2,46.4,0.8,21,1.2,1025497,56972.06,9,0.5,25.4,12.9,0.8,1,54.4,62.1,67.3,1.6,0.9,16.6,1.8,4.6,0.5,0.3,9.6,6.4,91.5,87.9,0,21.6,4.5,24.7,19.9,10.5
"VIRGINIA HEALTH SERVICES",551,7,1,0,0,1,14.3,100,0,0,3.6,3,2.9,4.3,3.7,3.1,0.5,43.3,20.7,0.3,2,0.3,48831,6975.86,0,0,19.8,10.1,1.1,3.6,45.1,93.2,94,1.3,1,19,4.2,4.7,1.1,1,11.2,8.7,99.7,98.4,0,17.8,4,1.8,25.7,10.3
"VIVAGE SENIOR LIVING",552,17,1,0,0,6,35.3,100,0,0,3.4,2.5,3.2,4.9,3.3,3,0.7,42,37.2,0.4,22,1.3,193689,11393.47,0,0,22.6,12.7,1.9,0.8,65.1,69,65.4,1.3,1.7,25,2.3,3.2,0.7,0.1,7.5,7.5,91.9,92.6,0,19.6,4.7,2.6,8.4,9.9
"VIVO HEALTHCARE",688,11,1,0,0,1,9.1,100,0,0,2.7,2.4,2.4,4.3,3.5,3.2,0.5,51.9,58.1,0.8,20,1.8,247954,22541.27,1,0.1,26.4,9,1.2,1.9,47.9,92.1,88.2,2,1.2,7.8,2.1,5.5,0.2,0.5,7.6,6.4,100,97,0,10.6,7.2,4.7,15.8,10.9
"VOLARE HEALTH",628,16,3,1,4,5,31.3,100,0,0,1.7,1.6,2.8,3.4,4.5,3.9,0.5,53.7,61.9,1,28,1.8,1768757,110547.31,8,0.5,25,16.1,1.4,3,51.2,71.4,78.1,1.8,2.5,15.9,2.3,5.1,1.1,0.8,23.3,12.9,95.4,88.6,0,21.2,3.7,3.7,12.1,10.6
"VOLUNTEERS OF AMERICA SENIOR LIVING",554,4,2,0,1,1,25,0,100,0,2.8,2.3,4.3,3.8,4.5,3.8,1.2,54.1,53.5,1.3,5,1.3,101602,25400.5,3,0.8,23.7,15.4,0.9,1.8,65.8,82.2,91.4,1.8,1.8,18.3,2.2,6.1,2.8,4,25.9,19.7,95.5,97.1,0,25.2,4,3.2,11.8,10
"VRC MANAGEMENT",555,5,1,0,0,0,0,100,0,0,4.2,4,2.8,4.2,3.9,3.4,0.7,54.8,35,0,0,0,0,0,0,0,24.2,12.5,0.5,0.1,32.5,86.9,83.9,1.6,1.5,8.4,2.8,4.4,0.1,0.4,14.4,7.8,98.2,93.2,0,21.2,5,2.7,20,11.1
"WECARE CENTERS",705,13,2,0,3,3,23.1,92.3,7.7,0,1.9,1.8,2.2,3.2,3.3,2.9,0.6,53.6,59.5,1,10,0.8,451893,34761,2,0.2,21,12.6,1.8,2.4,51.7,63.2,62.9,1.7,1.7,19.5,2.6,6.6,1.4,1.1,19.1,19.4,91.7,81.1,0,27.1,8.1,8.1,19.3,10.9
"WELLINGTON HEALTH CARE SERVICES",559,14,4,1,2,3,21.4,100,0,0,1.7,1.9,2.3,1.8,3.4,2.9,0.4,49.5,54.7,0.4,49,3.5,1096101,78292.93,4,0.3,27.7,12.8,3.5,2,41.6,56.2,54.9,2.6,2,19.6,1.9,6.8,1.6,1.6,19.8,17.9,87.5,72.9,0,19.1,8.1,8.3,17.4,10.7
"WELLSENTIAL HEALTH",670,67,1,0,0,7,10.4,6,56.7,37.3,2.8,2.9,1.6,4.1,3.1,2.8,0.3,44.7,42.8,0.6,93,1.4,2706086,40389.34,3,0,25,11.3,1.6,2,48.5,92.8,94.3,2,2,9.8,3.3,3.2,0.3,0.2,8.9,11.9,97.9,98.9,0,12.9,3.2,1.1,16.5,11
WESLEYLIFE,561,11,2,0,0,0,0,27.3,72.7,0,3.8,3.4,4.1,3.7,4.2,3.8,0.8,44.2,50.6,0.4,6,0.5,117070,10642.73,0,0,19.2,12.6,1.2,4.3,60.7,77.4,83.1,1.4,1.5,13.3,5.2,5.1,2.4,0.8,20.3,19,96.4,92.9,0,31.7,6.8,4.5,20.1,10.1
"WEST HARBOR HEALTHCARE",596,8,1,0,0,0,0,100,0,0,3.9,3.5,3.5,4.3,4.3,3.9,0.5,44,22.5,0,15,1.9,413316,51664.5,2,0.3,21.2,12.7,1.2,1.8,48,97.4,97.3,2.3,1.9,11.9,1.8,4.1,1.6,0.4,18.2,13.6,98.8,99.5,0,12.8,4.9,2.3,13.1,10.9
"WESTMINSTER COMMUNITIES OF FLORIDA",563,8,1,0,0,0,0,0,100,0,4.4,3.6,4.5,4.9,3.9,3.6,0.9,30.5,32.1,0.1,5,0.6,103409,12926.13,0,0,22.9,9.3,0.5,0.7,61.4,96,97,2.1,1,6,2.3,2.4,0.5,0.5,12,7.7,100,99.5,0,10.2,3.8,3,14.1,11.3
"WHITE OAK MANAGEMENT",564,14,2,0,1,2,14.3,100,0,0,3.4,3.1,3.4,3.7,3.9,3.4,0.5,43.8,40.4,0.1,16,1.1,328474,23462.43,2,0.1,20.4,11.1,1,2.7,50.1,84.3,89,1.5,1.3,15.1,3.7,5.1,1.8,0.8,21,19.1,91.1,91.5,0.1,19.1,5.3,1,21.1,9.9
"WILSON SENIOR CARE",831,5,1,0,0,0,0,100,0,0,4.6,4.8,3,2.6,3.8,3.1,0.4,38.4,40.8,0.6,0,0,0,0,0,0,25.4,16.8,1.6,4.6,48.6,91.6,96.4,3.6,3.6,17.5,4.2,7,2.3,0.7,10.4,7.9,86,99.6,0,9.5,6.1,0.2,20.7,11.3
WINDSOR,566,19,1,0,0,5,26.3,100,0,0,2.3,2.1,2.8,3.8,4,3.7,0.5,40.3,50,0.4,17,0.9,528230,27801.58,3,0.2,23.8,13.4,1.1,1.1,48.8,78,79.4,2.3,2.1,12.4,1.6,4.3,0.6,0.5,10.7,6.6,91.6,95.3,0,12,6,2.3,11.1,11
"WINDSOR HOUSE, INC.",567,11,1,0,0,1,9.1,100,0,0,3.5,3.2,3.2,4.3,3.6,3,0.5,39.7,32.9,0.3,3,0.3,152726,13884.18,1,0.1,29.4,15.4,1.7,2,42.6,62.7,67.5,1.6,1.9,10.4,5,3.6,0.5,0.1,6.6,5.3,92,92.9,2.4,22.7,7.7,3.2,19.8,10.5
"WISCONSIN ILLINOIS SENIOR HOUSING, INC.",569,7,2,0,1,1,14.3,0,100,0,2,2,3.9,3.3,5,4.4,0.9,63.6,59.3,1.2,10,1.4,521196,74456.57,1,0.1,22.9,18.2,1.1,2.6,49.1,83.2,90.1,1.8,1.7,14.9,2.4,6.9,4.2,2.2,18.1,13.2,94.2,96.3,0,19,5.6,4.8,11.8,11.9
"WLC MANAGEMENT FIRM",570,17,1,0,0,0,0,100,0,0,2.5,3.8,1.4,1.4,3.1,2.8,0.5,74.4,79.2,1,22,1.3,742470,43674.71,4,0.2,28.7,17.1,2.9,3.7,44.4,61.8,81.6,2.6,3.8,21.6,4.8,5.9,2.8,2.3,25.2,20.5,95.4,95,0.2,25.7,6.8,4.2,25,11.4
"WVU MEDICINE",571,7,2,0,0,0,0,28.6,71.4,0,4.4,4.4,4.1,3,6.6,5.9,2.2,28.1,26.1,0.5,1,0.1,21580,3082.86,0,0,23,9.8,0.8,2.1,40.6,91.3,79.2,2.6,1.7,20.4,5.1,3.2,3.3,2.9,32.9,30.5,99,91.9,0,22.4,8,0.6,28,10.7
"YAD HEALTHCARE",640,13,3,1,1,3,23.1,100,0,0,1.8,2.2,1.7,2.6,3.2,2.8,0.4,65.8,61.3,1,19,1.5,658035,50618.08,3,0.2,26.9,14.4,1.9,5.4,58.6,66.6,64.8,2,2.6,18.1,3,7.7,1.3,0.4,20.3,15.3,94.4,89.5,0,24.1,9.8,7,18.9,11.3
