Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
FIRST ATLANTIC HEALTHCARE,221,10,1,0,1,1,10.00,100.0,0.0,0.0,2.7,2.6,4.2,2.0,4.2,3.8,0.9,46.7,41.6,0.0,8,0.8,203819.00,20381.90,0,0.0,24.3,18.5,0.8,3.5,52.5,69.4,69.6,1.58,2.77,22.0,3.9,5.4,2.6,1.2,33.8,28.3,97.2,86.6,0.0,28.0,4.5,5.8,20.2,10.8
CASA CONSULTING,695,7,1,0,4,0,0.00,14.3,14.3,71.4,1.1,1.1,1.6,3.0,3.4,2.9,0.4,62.1,49.9,0.8,7,1.0,80088.00,11441.14,4,0.6,22.9,9.6,1.4,5.8,52.9,46.8,40.0,2.01,1.30,14.8,3.2,7.2,1.1,1.4,21.1,15.5,83.4,63.6,0.0,27.2,5.8,26.5,13.9,11.7
NATIONAL LUTHERAN COMMUNITIES & SERVICES,365,2,2,0,0,0,0.00,0.0,100.0,0.0,4.0,3.0,4.5,4.5,4.6,4.2,1.1,42.9,37.5,0.5,1,0.5,17345.00,8672.50,0,0.0,20.8,6.8,1.0,1.8,60.3,73.9,75.0,1.06,0.91,23.0,0.9,6.9,2.2,1.0,25.5,29.8,96.5,83.8,0.0,26.6,4.4,3.3,10.6,9.1
CERTUS HEALTHCARE,132,12,1,0,1,4,33.33,100.0,0.0,0.0,1.8,1.3,1.7,4.3,3.2,2.9,0.4,44.2,43.1,1.0,18,1.5,794448.00,66204.00,4,0.3,24.5,14.1,2.0,4.3,41.7,75.9,75.1,1.94,2.05,6.6,3.8,3.2,0.6,0.1,4.9,3.9,95.5,97.3,0.0,24.8,7.9,6.5,28.9,10.6
STATE OF NEW YORK COMPTROLLER'S OFFICE,489,6,1,0,0,0,0.00,0.0,0.0,100.0,4.8,4.7,4.5,4.0,5.2,4.5,1.7,32.0,35.2,0.5,0,0.0,0.00,0.00,0,0.0,15.4,7.7,1.3,2.2,49.8,90.2,86.9,1.44,1.10,8.2,3.4,9.3,1.9,1.4,21.0,16.4,97.5,94.6,0.0,20.9,7.0,2.2,9.3,9.4
LEGACY NURSING & REHABILITATION,307,9,2,0,0,3,33.33,100.0,0.0,0.0,2.0,2.1,1.6,2.4,3.4,2.9,0.2,48.2,53.3,1.0,17,1.9,1793157.00,199239.67,4,0.4,20.5,15.5,2.8,3.5,59.3,58.8,89.3,1.99,2.30,23.6,2.6,6.4,0.9,0.7,19.8,19.5,88.2,96.5,0.0,22.3,5.0,3.1,22.8,11.3
AVERA HEALTH,61,12,3,0,0,1,8.33,0.0,100.0,0.0,3.8,3.2,4.7,3.2,4.3,3.6,1.0,37.2,24.8,0.3,7,0.6,130462.00,10871.83,1,0.1,16.5,11.8,0.9,4.7,70.2,87.9,93.9,1.56,1.98,20.1,4.8,4.2,2.2,3.4,21.6,21.6,99.2,98.9,0.0,23.2,4.8,2.5,17.4,9.9
ASPIRE SENIOR LIVING,51,14,1,0,0,3,21.43,92.9,7.1,0.0,2.1,2.6,1.8,2.7,3.1,2.6,0.4,58.5,65.3,0.6,8,0.6,190567.00,13611.93,3,0.2,24.9,13.7,3.9,3.4,62.9,62.7,67.9,2.14,1.93,20.2,3.3,4.6,3.7,1.4,20.9,18.2,91.8,85.9,0.0,16.8,4.1,5.3,28.6,11.5
TREND CONSULTANTS,522,15,1,0,0,1,6.67,100.0,0.0,0.0,2.9,3.1,3.9,1.8,4.6,3.7,0.6,40.8,41.3,0.8,18,1.2,187613.00,12507.53,3,0.2,25.3,16.2,3.1,2.0,64.0,78.6,89.1,2.56,3.53,24.0,4.6,6.6,4.2,1.7,22.7,20.1,97.6,96.8,0.4,22.1,7.5,0.2,26.5,11.0
CRESTPARK,722,6,1,0,0,0,0.00,100.0,0.0,0.0,2.8,2.3,3.7,3.0,4.3,3.8,0.4,29.2,42.5,0.3,5,0.8,46609.00,7768.17,1,0.2,,,,,,56.4,76.2,1.99,3.45,14.8,5.0,6.0,5.3,2.5,14.1,11.9,96.9,95.6,1.0,6.2,4.6,1.6,18.9,11.2
VIBRA HEALTHCARE,549,3,3,0,0,0,0.00,100.0,0.0,0.0,3.7,2.7,4.0,4.0,5.1,4.4,1.1,56.7,50.1,1.0,14,4.7,166780.00,55593.33,0,0.0,21.8,8.5,3.1,0.2,61.4,89.7,98.8,1.81,1.90,14.4,6.1,4.0,0.5,0.6,24.2,14.1,87.0,100.0,0.0,8.2,2.7,1.1,46.0,10.2
ACCELA HEALTHCARE,733,5,2,0,3,1,20.00,100.0,0.0,0.0,2.0,1.8,1.4,4.3,3.1,2.8,0.3,66.2,64.9,1.0,8,1.6,132973.00,26594.60,0,0.0,21.5,6.5,1.3,1.5,54.9,51.4,33.4,1.29,0.92,7.6,1.8,4.8,0.8,0.4,9.0,8.9,82.9,66.1,0.0,19.7,5.1,14.1,17.5,10.5
STONEHENGE OF UTAH,613,7,1,0,0,0,0.00,85.7,0.0,14.3,4.6,4.0,4.4,4.3,4.5,4.0,1.4,42.1,31.1,0.0,4,0.6,36278.00,5182.57,0,0.0,16.1,14.0,0.5,2.4,55.7,96.0,98.2,1.26,1.15,6.8,1.5,4.9,3.3,1.8,37.1,21.0,96.7,99.9,0.0,27.3,5.2,3.5,18.3,9.1
EDEN EAST HEALTHCARE MANAGEMENT,754,6,1,0,0,2,33.33,100.0,0.0,0.0,1.3,1.5,2.7,2.5,3.7,3.4,0.5,62.0,60.2,1.2,11,1.8,948062.00,158010.33,3,0.5,24.2,13.5,2.0,1.9,58.1,60.2,60.0,2.00,1.87,22.2,3.0,5.9,2.0,0.9,19.1,18.1,90.5,82.6,0.1,27.1,6.5,1.0,23.1,10.5
PRESTIGE ADMINISTRATIVE SERVICES,416,10,3,0,0,1,10.00,100.0,0.0,0.0,2.0,1.9,2.3,3.1,3.5,3.0,0.5,46.7,44.3,0.3,11,1.1,478512.00,47851.20,2,0.2,21.5,13.1,1.9,3.7,39.5,69.7,64.9,1.40,2.15,13.0,3.1,7.7,1.2,0.8,19.4,12.1,97.1,89.4,0.0,19.7,6.4,2.7,28.5,11.4
ELDERWOOD,196,17,3,0,1,0,0.00,100.0,0.0,0.0,2.8,2.8,2.4,3.3,3.2,2.8,0.7,53.6,48.0,0.6,12,0.7,740627.00,43566.29,2,0.1,21.8,12.5,0.9,3.7,58.3,74.0,77.0,1.37,1.53,15.2,4.7,9.5,1.8,0.8,25.0,23.3,94.6,91.6,0.1,29.6,6.8,3.4,15.4,11.2
HAVEN HEALTHCARE,761,7,1,0,0,1,14.29,100.0,0.0,0.0,1.1,2.0,1.0,1.0,3.0,2.6,0.4,54.9,70.0,0.7,5,0.7,332485.00,47497.86,5,0.7,27.5,20.0,5.1,2.6,34.9,47.7,54.9,3.18,3.74,23.4,3.8,6.0,2.1,1.1,31.6,22.1,88.1,86.9,0.1,20.2,5.7,45.3,20.2,11.0
GOLDWATER CARE,699,11,1,0,2,2,18.18,81.8,9.1,9.1,1.5,1.9,1.4,2.3,3.4,3.1,0.6,55.2,56.4,0.3,29,2.6,1303783.00,118525.73,9,0.8,22.1,18.5,1.9,3.8,43.7,62.8,69.8,1.37,2.33,20.0,3.8,5.5,1.6,0.9,25.8,18.4,93.9,88.3,0.0,26.2,9.9,75.3,25.2,10.9
CAMBRIDGE HEALTHCARE SERVICES,98,32,1,1,0,3,9.38,100.0,0.0,0.0,2.5,2.2,3.1,3.8,4.0,3.7,0.4,38.2,45.3,0.5,33,1.0,1152668.00,36020.88,11,0.3,23.1,11.3,1.0,0.9,42.8,97.3,98.2,2.57,1.52,10.8,1.7,5.3,1.2,0.6,10.9,9.7,98.9,99.7,0.0,13.4,3.6,13.5,12.6,10.5
SERRANO GROUP,659,11,1,0,2,5,45.45,100.0,0.0,0.0,2.4,1.8,3.1,4.5,4.4,3.9,0.4,41.7,49.6,0.7,16,1.5,836672.00,76061.09,12,1.1,20.6,5.5,0.5,1.3,41.6,90.7,93.2,2.56,1.07,6.1,1.1,5.3,1.2,0.8,9.6,7.9,96.9,98.6,0.1,13.8,4.3,9.3,12.9,10.9
"MEDICALODGES, INC.",344,21,3,0,2,4,19.05,100.0,0.0,0.0,2.3,2.1,3.8,3.1,4.2,3.5,0.6,53.8,51.1,0.2,27,1.3,607151.00,28911.95,2,0.1,26.3,16.1,2.9,3.5,62.0,76.8,72.3,1.66,2.65,18.8,3.9,3.9,3.9,0.7,19.2,17.9,95.9,90.2,0.0,25.4,4.7,2.6,23.9,10.7
PRESBYTERIAN MANORS OF MID-AMERICA,413,13,2,0,0,1,7.69,7.7,92.3,0.0,3.8,3.5,4.5,2.7,4.7,4.2,0.9,51.3,36.5,0.2,12,0.9,187772.00,14444.00,3,0.2,21.2,9.9,1.8,4.4,61.5,71.1,77.3,1.43,2.24,11.0,6.2,5.2,4.3,1.9,25.9,24.9,95.6,94.8,0.0,31.1,4.4,2.8,22.6,10.2
ATRIUM HEALTH,55,6,1,0,0,0,0.00,16.7,83.3,0.0,3.2,3.0,3.3,3.8,4.2,3.6,1.1,38.4,33.2,0.0,4,0.7,32342.00,5390.33,0,0.0,22.3,9.6,0.7,4.7,49.7,90.6,80.5,1.83,2.16,6.7,2.0,7.1,3.2,0.8,24.2,20.9,96.5,69.9,0.2,27.1,5.6,2.8,19.2,10.2
"TRINITY MANAGEMENT, INC.",527,5,1,0,0,0,0.00,100.0,0.0,0.0,3.6,3.4,4.0,3.2,3.8,3.2,0.7,44.5,37.6,0.4,0,0.0,0.00,0.00,0,0.0,30.2,11.6,1.3,0.0,46.4,88.0,88.8,2.48,3.10,17.9,2.7,4.5,1.7,0.6,12.2,10.7,99.5,99.6,0.0,10.0,2.9,1.3,33.6,11.4
EXCELSIOR CARE GROUP,217,33,3,0,1,6,18.18,100.0,0.0,0.0,2.8,2.2,2.6,4.5,3.4,3.1,0.6,40.6,48.3,1.0,87,2.6,1109370.00,33617.27,0,0.0,23.5,8.5,1.8,2.2,57.2,88.7,85.6,1.74,1.09,9.1,2.1,6.6,0.3,0.2,9.9,9.1,98.1,94.6,0.0,10.0,7.2,23.1,15.5,10.9
BUCKNER RETIREMENT SERVICES,706,5,1,0,0,1,20.00,0.0,100.0,0.0,3.8,3.0,4.2,4.4,5.6,5.1,0.9,47.8,56.0,1.0,4,0.8,78707.00,15741.40,0,0.0,27.0,9.2,0.7,1.3,69.8,98.1,99.5,1.75,1.37,10.3,3.1,5.4,1.0,1.1,20.3,8.2,100.0,100.0,0.0,7.8,2.2,0.9,19.8,11.5
EBENEZER SENIOR LIVING,784,6,1,0,0,0,0.00,16.7,83.3,0.0,3.3,2.7,4.8,2.8,5.5,4.9,2.2,28.8,22.4,0.0,4,0.7,61665.00,10277.50,0,0.0,23.8,12.3,1.9,1.8,49.5,71.7,88.0,1.67,1.15,20.1,2.5,7.2,2.2,1.1,33.9,23.9,97.0,95.5,0.0,26.5,5.7,5.7,9.9,9.8
PROMEDICA SENIOR CARE,743,5,3,0,0,1,20.00,100.0,0.0,0.0,2.4,1.8,3.2,4.2,3.9,3.5,0.6,37.9,33.6,0.8,6,1.2,251052.00,50210.40,2,0.4,26.7,12.8,0.9,1.7,56.0,96.0,98.2,1.76,1.51,11.2,2.0,4.9,0.6,0.6,9.6,7.0,99.4,99.3,0.0,17.3,4.3,6.4,14.5,11.6
LIFESPARK,316,4,2,0,0,1,25.00,25.0,75.0,0.0,1.8,1.5,2.0,4.0,3.1,2.8,0.6,41.2,50.0,,11,2.8,421133.00,105283.25,0,0.0,21.3,9.2,1.6,1.9,59.8,80.1,89.2,1.40,1.21,16.0,3.9,4.4,1.6,0.7,21.8,17.3,97.6,96.4,0.0,24.7,4.7,3.0,11.7,9.9
"EPISCOPAL RETIREMENT HOMES, INC.",711,3,2,0,0,0,0.00,0.0,100.0,0.0,4.3,3.3,5.0,4.3,5.4,4.9,1.0,25.9,37.0,0.3,0,0.0,0.00,0.00,0,0.0,25.4,14.7,0.2,1.0,62.6,88.9,86.5,1.48,1.03,23.7,8.0,1.2,1.1,0.0,18.4,23.6,99.4,100.0,0.0,26.5,6.3,11.7,11.9,10.9
LEGACY HEALTHCARE,306,89,3,0,2,6,6.74,100.0,0.0,0.0,3.1,3.1,2.6,3.2,3.5,3.2,0.7,44.1,37.9,0.3,117,1.3,3795017.00,42640.64,33,0.4,24.4,14.4,1.9,2.0,48.0,62.1,73.9,1.78,2.05,21.1,2.8,5.5,1.8,1.4,15.8,13.1,93.0,92.1,0.1,23.0,6.6,47.5,16.9,10.5
POLLAK HOLDINGS,408,6,2,1,2,3,50.00,100.0,0.0,0.0,1.4,1.2,2.2,3.6,3.2,2.9,0.5,56.0,58.4,0.8,16,2.7,908118.00,151353.00,1,0.2,24.7,13.6,3.0,0.4,59.0,37.7,39.3,1.55,1.70,16.6,2.1,5.8,1.0,0.7,21.1,15.7,80.4,67.2,0.0,26.3,8.4,1.7,17.9,11.0
CREST HEALTHCARE CONSULTING,170,13,1,0,1,3,23.08,92.3,0.0,7.7,1.7,2.3,1.2,2.5,3.1,2.6,0.5,52.1,46.7,0.9,26,2.0,1102119.00,84778.38,12,0.9,25.6,17.1,1.3,2.8,39.2,62.7,65.4,2.08,3.66,13.3,4.0,5.4,0.8,0.5,13.6,12.7,86.5,85.1,0.2,29.1,7.6,56.4,23.9,11.1
CARROLTON NURSING HOMES,749,6,1,0,0,1,16.67,100.0,0.0,0.0,1.8,2.2,2.0,2.2,3.3,3.0,0.3,45.4,49.4,1.0,9,1.5,164814.00,27469.00,2,0.3,22.0,16.6,3.0,4.7,41.4,40.1,42.1,2.14,2.58,12.5,3.3,11.8,2.8,2.2,23.1,14.5,80.3,79.2,0.0,14.2,8.5,1.8,23.2,10.7
GREEN TREE HEALTHCARE MANAGEMENT,241,6,4,0,0,1,16.67,83.3,16.7,0.0,2.3,2.3,2.3,3.8,3.9,3.3,0.7,53.0,56.6,1.2,33,5.5,763423.00,127237.17,2,0.3,24.2,13.2,1.3,2.6,63.4,73.5,68.7,1.28,1.85,19.9,3.5,4.7,1.0,0.5,17.6,15.8,96.1,84.3,0.0,31.7,8.2,14.4,17.1,11.1
TRIO HEALTHCARE,528,9,1,0,0,1,11.11,100.0,0.0,0.0,1.3,1.4,1.3,3.1,3.3,2.9,0.4,98.8,91.2,1.5,9,1.0,312142.00,34682.44,0,0.0,21.5,12.7,2.3,2.0,47.0,75.2,71.6,1.29,1.82,11.8,4.5,4.2,0.5,0.9,29.0,30.0,97.4,95.9,0.0,27.2,5.7,13.9,23.3,10.8
ASCENT HEALTHCARE MANAGEMENT,799,6,1,0,0,0,0.00,100.0,0.0,0.0,1.7,1.8,1.8,2.2,3.3,2.9,0.5,62.9,59.1,0.4,8,1.3,278217.00,46369.50,1,0.2,23.2,15.9,5.0,6.1,49.4,67.1,69.4,1.52,1.59,19.9,4.0,7.3,4.0,1.0,16.3,13.6,87.3,88.7,0.0,22.9,8.8,1.1,30.5,10.8
THE BLOSSOMS NURSING AND REHAB CENTER,505,19,1,0,0,1,5.26,100.0,0.0,0.0,2.4,2.4,2.2,3.5,3.3,2.9,0.3,57.6,56.9,0.2,4,0.2,72529.00,3817.32,0,0.0,25.6,15.9,2.7,2.7,60.3,74.5,74.6,2.23,2.79,18.1,2.7,5.5,0.7,0.6,8.5,7.7,96.7,93.1,0.0,12.5,7.6,0.7,25.2,11.2
PHILOSOPHY CARE CENTERS,400,5,2,0,0,0,0.00,100.0,0.0,0.0,3.0,3.0,1.8,3.8,3.4,3.1,0.5,35.0,34.0,0.2,1,0.2,7900.00,1580.00,0,0.0,21.8,10.4,2.0,1.2,57.7,57.2,50.0,2.06,1.38,12.5,1.8,8.6,0.9,0.4,10.9,12.1,95.4,89.3,0.2,13.7,5.9,23.2,21.9,10.8
CAPSTONE HEALTHCARE,801,5,1,0,0,1,20.00,100.0,0.0,0.0,3.2,3.2,3.2,2.4,4.3,3.6,0.5,44.3,49.4,0.6,6,1.2,382088.00,76417.60,0,0.0,18.8,12.5,0.7,3.2,40.1,94.1,92.4,2.51,2.48,10.7,1.8,6.5,2.3,2.6,36.9,27.3,99.4,97.9,0.0,21.6,6.7,8.1,29.2,11.1
ADVANCED HEALTHCARE SOLUTIONS,13,30,1,0,0,1,3.33,60.0,0.0,40.0,3.3,3.0,2.3,4.2,3.1,2.7,0.4,43.9,46.3,0.5,39,1.3,2034475.00,67815.83,1,0.0,28.4,12.7,1.1,1.6,69.0,88.8,93.2,1.97,2.31,6.1,3.6,4.1,0.2,0.3,13.9,13.1,98.4,97.8,0.0,14.8,2.8,2.9,20.4,10.6
KENDAL,653,7,4,0,0,0,0.00,14.3,85.7,0.0,4.4,3.9,4.8,3.3,5.3,4.7,1.4,31.3,22.3,0.0,2,0.3,19473.00,2781.86,0,0.0,17.7,10.6,1.7,3.1,62.7,90.8,89.7,1.26,1.30,13.5,4.6,5.9,2.6,2.6,27.4,28.3,99.8,96.1,0.0,26.1,5.3,0.8,15.8,10.0
CHARLESTON HEALTHCARE GROUP,137,5,2,0,1,3,60.00,100.0,0.0,0.0,2.4,2.2,2.2,2.6,3.2,2.8,0.3,41.9,37.8,0.4,14,2.8,750217.00,150043.40,3,0.6,22.1,17.9,4.4,1.2,54.7,99.7,99.7,1.97,3.10,8.5,3.9,3.7,0.4,0.7,21.4,21.3,99.6,100.0,0.0,19.7,4.9,2.9,29.8,10.5
MORDECHAI WEISZ,712,7,3,0,1,3,42.86,100.0,0.0,0.0,2.4,2.0,2.0,4.1,3.4,3.1,0.6,56.4,52.3,0.7,18,2.6,355718.00,50816.86,1,0.1,23.8,12.5,0.9,3.2,54.4,61.0,53.6,1.83,1.51,18.7,3.9,4.4,0.4,0.5,5.5,4.2,93.5,77.1,0.0,28.4,8.3,20.1,23.0,11.3
SANFORD HEALTH GOOD SAMARITAN (PROSPERA),464,4,3,0,0,1,25.00,0.0,100.0,0.0,2.5,2.3,4.3,2.5,4.1,3.6,0.9,44.0,48.5,0.3,4,1.0,78830.00,19707.50,1,0.3,17.2,16.9,0.0,0.8,69.9,73.7,94.6,1.80,2.57,17.7,6.3,4.8,2.4,3.5,27.0,23.1,96.8,96.8,0.2,25.0,5.7,4.7,17.9,9.6
NORTH MISSISSIPPI HEALTH SERVICES,376,2,2,0,0,0,0.00,0.0,100.0,0.0,3.0,2.0,4.0,4.5,4.1,3.4,1.0,35.4,34.9,0.0,0,0.0,0.00,0.00,0,0.0,32.0,7.2,1.7,2.8,65.8,62.7,51.0,0.86,0.86,20.2,1.4,6.0,0.6,2.2,18.3,19.7,94.6,67.6,0.0,26.3,5.0,0.5,26.4,10.6
NEXION HEALTH,370,52,3,1,1,11,21.15,94.2,0.0,5.8,2.5,2.5,2.8,2.8,3.6,3.1,0.4,43.9,42.7,0.6,79,1.5,2808728.00,54014.00,8,0.2,27.0,14.1,1.5,3.0,44.4,78.2,81.4,2.17,2.40,12.5,2.3,4.8,0.7,1.3,24.1,20.0,95.9,97.5,0.2,15.9,5.1,0.9,21.3,11.5
VERITAS MANAGEMENT GROUP,545,15,5,0,0,0,0.00,100.0,0.0,0.0,4.2,3.7,3.5,4.8,4.7,4.1,1.0,51.6,48.6,0.1,5,0.3,44606.00,2973.73,0,0.0,21.5,9.5,0.3,0.2,64.2,92.1,97.2,1.13,0.84,10.8,0.0,15.7,0.0,11.3,14.3,9.4,,100.0,0.0,28.3,29.4,25.0,8.3,9.4
AVINA HEALTHCARE,819,8,1,0,0,0,0.00,100.0,0.0,0.0,2.3,2.3,2.3,3.5,3.4,2.9,0.6,46.6,37.6,0.1,7,0.9,314703.00,39337.88,1,0.1,23.9,16.5,1.0,3.0,54.7,75.0,86.3,1.69,1.98,15.3,2.7,7.5,2.1,0.6,11.6,5.9,94.0,93.4,0.0,19.7,4.7,6.8,16.7,10.0
TRAYLOR PORTER HEALTHCARE,782,5,1,0,0,0,0.00,100.0,0.0,0.0,2.6,2.0,4.0,3.8,4.4,3.6,0.6,51.5,41.3,0.2,0,0.0,0.00,0.00,0,0.0,21.6,10.2,1.5,2.4,51.7,90.7,88.1,1.07,1.13,16.2,3.1,3.9,3.8,2.1,18.1,17.1,99.2,95.7,0.2,24.1,7.5,0.3,27.7,9.9
PRESTIGE HEALTHCARE ADMINISTRATIVE SERVICES,418,15,3,0,0,1,6.67,100.0,0.0,0.0,3.1,2.8,3.3,4.0,3.7,3.5,0.7,47.0,42.3,0.6,23,1.5,1092792.00,72852.80,5,0.3,23.4,9.0,1.2,2.1,62.4,72.4,62.7,1.80,1.33,17.5,2.7,4.3,0.9,0.4,12.0,11.1,97.0,78.3,0.1,25.6,5.9,14.6,19.5,11.1
SMP HEALTH,476,5,1,0,0,0,0.00,0.0,100.0,0.0,4.6,3.8,5.0,2.2,5.1,4.4,0.8,33.1,28.4,0.0,4,0.8,31182.00,6236.40,0,0.0,22.9,8.3,3.2,2.1,52.7,95.9,95.4,1.44,1.93,23.9,6.1,5.9,3.1,1.0,20.8,20.2,100.0,99.5,0.0,26.4,5.2,3.0,19.4,9.3
WHITE OAK MANAGEMENT,564,15,2,0,1,1,6.67,100.0,0.0,0.0,3.2,3.2,3.2,3.5,3.8,3.3,0.5,43.6,42.2,0.1,11,0.7,271186.00,18079.07,2,0.1,22.3,9.5,1.2,3.1,49.8,84.1,87.3,1.63,1.42,14.1,3.5,5.4,1.7,1.0,24.1,20.2,91.5,91.9,0.0,20.2,5.4,1.1,22.6,10.1
CENTURY CARE MANAGEMENT,131,7,1,0,0,0,0.00,100.0,0.0,0.0,4.3,4.3,3.0,3.1,4.0,3.4,0.4,40.5,48.1,0.1,2,0.3,45822.00,6546.00,0,0.0,21.6,12.4,1.2,2.4,59.5,88.5,91.2,1.85,2.10,14.1,3.8,7.6,2.3,0.9,33.2,21.3,99.0,96.1,0.1,21.5,8.6,4.9,16.4,11.9
MARINER HEALTH CARE,334,18,1,0,1,2,11.11,100.0,0.0,0.0,3.0,2.7,3.6,4.0,4.2,3.9,0.6,38.9,41.8,0.3,53,2.9,593516.00,32973.11,3,0.2,22.9,9.6,0.8,1.9,54.4,98.8,99.3,2.13,1.42,12.1,2.1,7.3,0.5,0.9,13.7,12.4,99.8,99.8,0.4,7.3,4.9,1.3,12.0,11.2
MISSION HEALTH SERVICES,355,4,2,0,1,3,75.00,25.0,50.0,25.0,2.0,1.8,2.8,3.5,3.3,2.8,0.8,53.6,48.7,1.0,4,1.0,126869.00,31717.25,1,0.3,20.1,10.3,0.8,2.2,55.5,83.1,82.1,1.90,1.47,24.7,6.5,4.1,1.5,0.6,15.3,18.4,98.2,94.2,0.0,29.2,6.9,2.5,29.6,9.9
YAD HEALTHCARE,640,12,3,1,0,3,25.00,100.0,0.0,0.0,1.5,2.0,1.5,2.5,3.2,2.7,0.4,63.0,54.5,1.4,13,1.1,536639.00,44719.92,2,0.2,24.8,13.5,1.4,4.3,55.0,66.8,67.5,1.95,2.35,15.8,3.2,7.0,1.1,0.5,21.9,17.3,94.1,90.1,0.0,24.4,10.5,6.6,19.9,11.2
NORTH COUNTRY ASSOCIATES,375,9,1,0,0,0,0.00,77.8,22.2,0.0,2.4,2.3,4.3,2.1,4.7,4.1,1.0,51.8,43.1,0.4,2,0.2,129763.00,14418.11,0,0.0,23.1,15.4,0.0,3.1,66.4,70.9,60.9,2.05,3.54,18.0,5.0,4.2,3.2,1.1,36.0,31.9,96.1,86.6,0.1,27.3,2.3,8.7,16.4,10.3
CALDERA CARE,97,17,3,0,0,2,11.76,100.0,0.0,0.0,2.1,1.9,3.0,3.9,3.9,3.4,0.6,52.8,56.8,0.7,26,1.5,1242746.00,73102.71,3,0.2,20.5,12.6,2.0,3.2,56.8,75.6,83.7,1.27,1.85,15.6,2.1,7.5,2.1,1.3,15.2,13.1,94.9,95.3,0.2,21.8,5.7,7.6,11.3,10.0
MILLER'S MERRY MANOR,352,14,1,0,0,0,0.00,100.0,0.0,0.0,3.9,3.6,3.2,3.9,3.9,3.3,0.9,51.0,38.5,0.8,2,0.1,13505.00,964.64,0,0.0,21.8,11.1,0.9,6.1,50.8,95.3,97.1,1.42,1.62,9.0,4.5,6.0,3.5,0.5,18.5,15.8,99.0,99.3,0.0,10.9,5.9,10.3,15.9,10.7
HARMONY CARE GROUP,740,5,1,0,0,0,0.00,80.0,0.0,20.0,1.6,1.8,1.0,3.0,3.2,2.8,0.3,,,,24,4.8,786380.00,157276.00,3,0.6,29.8,12.0,2.2,5.0,48.1,84.1,73.8,1.75,2.28,12.9,2.2,5.0,0.5,1.7,21.7,20.9,97.1,94.2,0.0,24.1,3.4,1.6,22.4,10.5
CREATIVE SOLUTIONS IN HEALTHCARE,169,146,1,0,7,28,19.18,84.9,0.0,15.1,2.7,2.7,2.1,3.7,3.1,2.7,0.4,49.5,49.8,1.0,243,1.7,8638267.00,59166.21,20,0.1,26.7,13.1,1.6,2.9,57.3,96.3,95.9,2.23,2.12,8.1,3.8,4.6,0.5,0.1,15.2,15.8,99.8,99.5,0.0,15.1,3.1,1.8,15.5,11.0
HEALTH DIMENSIONS GROUP,821,2,2,0,0,0,0.00,100.0,0.0,0.0,2.5,2.5,3.0,4.0,4.2,3.8,0.8,70.6,69.4,2.0,1,0.5,9750.00,4875.00,0,0.0,24.0,24.4,1.9,3.2,67.2,94.4,91.4,1.06,2.39,5.7,3.8,5.4,5.3,0.3,19.7,14.0,99.0,98.3,0.0,24.6,5.7,0.5,15.4,10.5
REHABILITATION ASSOCIATES,445,6,1,0,0,0,0.00,100.0,0.0,0.0,2.8,2.7,3.5,3.2,4.2,3.9,0.7,38.1,41.9,0.0,1,0.2,40641.00,6773.50,1,0.2,28.3,13.7,0.3,3.4,58.0,70.5,73.4,1.80,1.19,16.8,3.8,5.8,3.2,1.5,22.4,23.0,96.2,95.0,0.3,14.5,5.2,2.0,13.6,11.8
